symbol,data_days,start_date,end_date,spot_listed_at,perp_listed_at,listing_trade_start,is_listing_censored,avg_volume_usd,corr_zscore_next,return_gross,sharpe_gross,win_gross,dd_gross,return_net,sharpe_net,win_net,dd_net,n_trades,turnover_pct,total_cost
STORJ,1908,2020-12-31,2026-03-22,2020-12-31T00:00:00+00:00,2020-12-31T00:00:00+00:00,2020-12-31T00:00:00+00:00,True,9146373.520630084,0.0546335340703794,-3.096264640515015,-0.4454212786240587,48.25765575501584,-6.600622132326185,-3.717464640515013,-0.5347487824034564,48.04646251319958,-7.072622132326183,777,41.02428722280887,0.6212
SHELL,389,2025-02-27,2026-03-22,2025-02-27T00:00:00+00:00,2025-02-17T00:00:00+00:00,2025-02-27T00:00:00+00:00,False,4963749.142804448,0.0266978102178726,-0.558132989909682,-0.4391756048069439,49.333333333333336,-1.270069751988258,-0.6993329899096834,-0.5501519880920855,49.333333333333336,-1.3676697519882586,177,47.2,0.1412
OP,1391,2022-06-01,2026-03-22,2022-06-01T00:00:00+00:00,2022-06-01T00:00:00+00:00,2022-06-01T00:00:00+00:00,False,40197244.267150395,0.0122890718906445,-2.0325006832236165,-0.4558957434649257,48.51125635439361,-2.8422068578354445,-2.5017006832236164,-0.5611043380593284,48.36601307189542,-3.052606857835441,587,42.62890341321714,0.4692
ZIL,1908,2020-12-31,2026-03-22,2020-12-31T00:00:00+00:00,2020-12-31T00:00:00+00:00,2020-12-31T00:00:00+00:00,True,18082621.23986733,0.0152212069618269,-2.780728761727228,-0.4580808696191669,50.0,-4.4864420983089905,-3.4283287617272293,-0.5648770723228397,50.0,-4.90884209830899,810,42.76663146779303,0.6476000000000002
AGLD,968,2023-07-29,2026-03-22,2021-10-05T00:00:00+00:00,2023-07-29T00:00:00+00:00,2023-07-29T00:00:00+00:00,False,4384671.169911054,0.0539198405365952,-1.6075163153448877,-0.471624383759891,48.21802935010482,-3.003795905713898,-1.9511163153448792,-0.5723231265882512,48.0083857442348,-3.27339590571389,430,45.073375262054505,0.3436
A,299,2025-05-28,2026-03-22,2025-05-28T00:00:00+00:00,2025-05-28T00:00:00+00:00,2025-05-28T00:00:00+00:00,False,4470566.970490635,0.0630543931755154,-0.2783950097029846,-0.432976995812731,50.526315789473685,-0.6519235377084474,-0.3755950097029852,-0.583837510426072,50.175438596491226,-0.6903235377084475,122,42.80701754385965,0.0972
PENDLE,969,2023-07-28,2026-03-22,2023-07-03T00:00:00+00:00,2023-07-28T00:00:00+00:00,2023-07-28T00:00:00+00:00,False,18333450.73699886,0.0283871572278524,-1.519394300932386,-0.499097311081575,48.58638743455497,-3.714489719696138,-1.8485943009323795,-0.6069403489517169,48.37696335078534,-3.951289719696131,412,43.1413612565445,0.3292
ARB,1096,2023-03-23,2026-03-22,2023-03-23T00:00:00+00:00,2023-03-23T00:00:00+00:00,2023-03-23T00:00:00+00:00,False,69530248.49999031,0.0053828133078266,-1.4471306932923786,-0.5115311701787759,49.63031423290204,-1.968629154256319,-1.8035306932923736,-0.637325245785018,49.44547134935305,-2.2134291542563194,446,41.21996303142329,0.3564
AIXBT,437,2025-01-10,2026-03-22,2025-01-10T00:00:00+00:00,2024-12-20T00:00:00+00:00,2025-01-10T00:00:00+00:00,False,16585001.443171993,0.0056519027561565,-0.9734727560268868,-0.5586512317194662,50.59101654846335,-2.1720285051246986,-1.120272756026884,-0.6427280292678703,50.35460992907801,-2.260028505124697,184,43.49881796690307,0.1468
LSK,788,2024-01-25,2026-03-22,2020-12-31T00:00:00+00:00,2024-01-25T00:00:00+00:00,2024-01-25T00:00:00+00:00,False,2660373.683249239,0.0891144792431247,-1.1955556026603968,-0.5303153573456043,50.775193798449614,-1.6075017187654443,-1.4551556026603978,-0.6455891442430103,50.64599483204134,-1.6442851210663425,325,41.98966408268734,0.2596
