date,BTC,SOL,solbtc,solbtc_ma180,solbtc_gap,solbtc_gap_lag1,btc_ma200,btc_ma200_gap
2021-02-09,46492.54,7.8335,0.00016848939636337357,,,,,
2021-02-10,44850.0,9.1102,0.00020312597547380158,,,,,
2021-02-11,48060.21,9.2215,0.0001918739015081291,,,,,
2021-02-12,47361.03,9.2344,0.000194978867647093,,,,,
2021-02-13,47221.62,8.7627,0.00018556542532848302,,,,,
2021-02-14,48655.21,8.7306,0.00017943813211370376,,,,,
2021-02-15,47981.58,8.8695,0.00018485218702677154,,,,,
2021-02-16,49197.94,8.3036,0.00016877942450435932,,,,,
2021-02-17,52194.62,8.2533,0.00015812549262740104,,,,,
2021-02-18,51619.7,8.9956,0.00017426680124061163,,,,,
2021-02-19,56004.1,11.5096,0.00020551352490264107,,,,,
2021-02-20,55917.41,9.9965,0.00017877258621241574,,,,,
2021-02-21,57487.43,11.0851,0.00019282650137603994,,,,,
2021-02-22,54121.1,14.3413,0.00026498537538963547,,,,,
2021-02-23,48930.0,15.2413,0.0003114919272430002,,,,,
2021-02-24,49702.03,17.2227,0.00034651904560035075,,,,,
2021-02-25,47089.37,13.8484,0.0002940876040601095,,,,,
2021-02-26,46313.13,13.5941,0.000293525831659402,,,,,
2021-02-27,46102.63,13.19,0.0002861008146389913,,,,,
2021-02-28,45163.36,13.1072,0.00029021755688682154,,,,,
2021-03-01,49592.7,15.0036,0.0003025364620196118,,,,,
2021-03-02,48450.57,13.9565,0.0002880564666215485,,,,,
2021-03-03,50373.75,14.0941,0.00027979056552271766,,,,,
2021-03-04,48385.77,13.0784,0.0002702943448042679,,,,,
2021-03-05,48770.57,12.5659,0.00025765333478776234,,,,,
2021-03-06,48908.21,13.0512,0.0002668509029465605,,,,,
2021-03-07,50995.27,13.845,0.00027149576813692724,,,,,
2021-03-08,52429.43,13.6344,0.00026005241712526725,,,,,
2021-03-09,54917.78,14.9102,0.0002715004138914574,,,,,
2021-03-10,55947.98,14.2333,0.00025440239308014334,,,,,
