date,BTC,ETH,SOL,btc_ma200,btc_ma200_gap,ethbtc,solbtc,ethbtc_ma180,ethbtc_gap,ethbtc_ret90,solbtc_ma180,solbtc_gap,solbtc_ret90,btc_ma200_gap_ma7,ethbtc_gap_ma7,solbtc_gap_ma7,ethbtc_ret90_ma7,solbtc_ret90_ma7
2022-01-25,36934.26,2457.37,94.54,48734.891449999996,-0.24213927842861738,0.06653361946333837,0.002559683069323712,0.07261975530705199,-0.08380826702018096,-0.008849727132261953,0.0030173320365977844,-0.15167338619786053,-0.18895506426693742,-0.22659388294200453,-0.03368979135655962,-0.04346997911229855,0.04777390832955852,-0.11580769495804376
2022-01-26,36787.43,2461.61,92.06,48751.3387,-0.2454067727990411,0.0669144324569561,0.0025024852238930526,0.07266744601565185,-0.07916906227111131,-0.054202246736139825,0.0030269762398187398,-0.17327226062306145,-0.22401158916930253,-0.24113657459955143,-0.04834007927869093,-0.08255147846687157,0.020658298578289904,-0.15637628867042824
2022-01-27,37131.0,2422.61,89.43,48765.72465,-0.23858406152075906,0.06524494357814226,0.0024084996364223967,0.07269074014821243,-0.10243115636033706,-0.08056797118769399,0.0030354348426175695,-0.20653884491045216,-0.2516328051497453,-0.25171291341607166,-0.0657563311991939,-0.12033991685216784,-0.009007554201473731,-0.1879020385541929
2022-01-28,37696.21,2543.34,91.29,48788.85135,-0.22736016616632226,0.06746938220049178,0.0024217288687642608,0.0727093848485815,-0.07206776207778554,-0.034403690677980325,0.003044125646276164,-0.2044583075187033,-0.23465219065280063,-0.24822296527880458,-0.07221227315506364,-0.15458565973677793,-0.01909584746768581,-0.21493700328189536
2022-01-29,38150.01,2599.94,96.11,48816.055949999994,-0.21849462727846602,0.06815044085178483,0.00251926539468797,0.07271801716529148,-0.06281216803704015,-0.02516407223732753,0.003053410888711131,-0.17493403720998324,-0.23740585496867617,-0.23940163722013325,-0.07395719086408094,-0.16567439167081904,-0.026377708369441293,-0.22187178725340623
2022-01-30,37870.01,2600.45,93.15,48841.39095,-0.2246328521075831,0.06866779279963221,0.0024597300079931324,0.07273495340783996,-0.055917552946000204,-0.03190297549345733,0.003062111964806784,-0.1967210747800534,-0.2656996722302667,-0.23491185608026408,-0.0770863786284302,-0.1820356112752394,-0.0376577441018693,-0.23513965736554213
2022-01-31,38439.04,2685.34,99.48,48874.254,-0.21351147375057633,0.06985970513311467,0.002587993872895889,0.07274203117334256,-0.03962394222068644,-0.03789556798432381,0.003071487915808389,-0.1574136236786231,-0.2592705249705778,-0.2300184617216236,-0.07083284441902024,-0.1807159335598196,-0.03899803592131211,-0.23737538591547236
2022-02-01,38680.51,2786.38,109.97,48910.7418,-0.20916124809213177,0.0720357616794608,0.0028430338689950053,0.07275809280150371,-0.009927845745126285,-0.015672011017239584,0.0030822003560225155,-0.07759602212756445,-0.2643005579321659,-0.2253073145306971,-0.06027849852258386,-0.17013345297834873,-0.039972647904880344,-0.24813902786764785
2022-02-02,36892.03,2678.0,101.84,48937.7187,-0.246143241245939,0.07259020444253135,0.0027604878343642247,0.07278616629779361,-0.002692295325192884,-0.016761305762272194,0.003092406270088633,-0.10733338595736808,-0.3134196960571419,-0.22541252430882538,-0.049353246101738364,-0.16071361374039256,-0.03462394205147068,-0.2609116145659106
2022-02-03,37289.86,2694.37,101.76,48965.333,-0.23844365563693803,0.07225476309109231,0.002728891982968024,0.07279356305399413,-0.007401752851446064,-0.015481669238495144,0.0031026479947042157,-0.1204635564118588,-0.29527122048779675,-0.22539246632542234,-0.03577761702903965,-0.14841714395487918,-0.025325898915870844,-0.267145673899918
2022-02-04,41550.0,2993.65,112.57,49018.96489999999,-0.1523688824363566,0.07204933814681107,0.0027092659446450056,0.07281142899101727,-0.010466637652451705,-0.01980615438803468,0.003112917815911149,-0.12966994155867073,-0.35490806430059174,-0.21467942579257013,-0.026977456396849103,-0.13773309167487455,-0.023240536588735754,-0.284325084421031
2022-02-05,41374.69,3011.59,113.66,49076.95885000001,-0.15694266781161825,0.0727882190778952,0.0027470900688319356,0.07283589607312567,-0.0006545810211848746,-0.0016921922617472163,0.003123534155410054,-0.12051863941558194,-0.3035489912383367,-0.20588628872587758,-0.018097801108869778,-0.1299594634185315,-0.019887410877938567,-0.29377410388812536
2022-02-06,42361.35,3054.26,115.18,49128.16560000001,-0.13773800664765734,0.07210015733681766,0.0027189879453794557,0.07285332990161691,-0.010338203700728021,0.012498692034966341,0.003133682902882418,-0.13233469063558367,-0.2600333738678404,-0.1934727393744596,-0.011586465502402324,-0.12076140854075011,-0.013544315516735184,-0.29296463269349304
2022-02-07,43829.99,3138.55,117.46,49185.975,-0.10889252474917899,0.07160736290380172,0.0026799002235683832,0.0728653141812729,-0.017264061667828234,0.013395612238382482,0.0031434882384918255,-0.14747566389682476,-0.24956410385534167,-0.17852717523140285,-0.00839219685199401,-0.1193417000004932,-0.006217004056348571,-0.29157800110560217
2022-02-08,44021.57,3115.23,113.37,49237.91055000001,-0.10594154974758585,0.07076599039970632,0.0025753284128666926,0.07287710678660626,-0.028968169566357282,-0.008219122982834004,0.0031526484947080762,-0.18312224874116245,-0.28316037886577217,-0.16378150403932487,-0.011112243112169866,-0.1344168752310072,-0.005152305765719202,-0.2942722612389745
2022-02-09,44358.08,3241.82,113.9,49288.550950000004,-0.10003278357689271,0.07308296481723285,0.0025677396316522265,0.07289671690524302,0.0025549561063487047,0.003574017769983673,0.003161694395114961,-0.18785963766151348,-0.286972153127246,-0.14290858151517538,-0.010362635764806782,-0.14592062547445656,-0.002247259546825507,-0.2904940408204179
2022-02-10,43471.29,3070.9,106.09,49329.0541,-0.11874876189851769,0.07064202603603435,0.0024404612791568874,0.07290377062449041,-0.03102369835033303,-0.028691558762469982,0.003170044180736623,-0.2301491272623849,-0.31500608533638585,-0.12580931098111534,-0.01373719940750492,-0.1615899927388174,-0.004134386621679055,-0.2933133072273592
2022-02-11,42366.0,2926.04,96.44,49354.79365,-0.1416031378747341,0.06906576027946938,0.0022763536798376055,0.07289599343020904,-0.052543808932472236,-0.041925636026592494,0.0031763598406600777,-0.2833451516738237,-0.39288879929917286,-0.12427134747231214,-0.01974822387607928,-0.18354359418383928,-0.007294312570044458,-0.2987391265128708
2022-02-12,42199.87,2916.93,95.88,49368.58135,-0.14520796737457797,0.06912177691542651,0.002272044913882436,0.07289934090296005,-0.051818904543486144,-0.02100391704316662,0.003181466878292348,-0.28584989226669066,-0.37598978369100733,-0.1225949616955921,-0.02705741295069375,-0.2071623445911405,-0.010053130395961516,-0.3090878111489666
2022-02-13,42041.13,2870.32,92.8,49378.7716,-0.1485991117689125,0.06827409253747461,0.0022073621712832172,0.07290400636635568,-0.06350698760799123,-0.04840310385005686,0.0031857495083771033,-0.30711370574527685,-0.41032678398567324,-0.1241465481414857,-0.03465295350887421,-0.2321307753210967,-0.018753386950964828,-0.3305582983086571
2022-02-14,42525.14,2928.87,96.37,49391.332800000004,-0.13901614738365597,0.06887384732889767,0.002266188894381065,0.07291212975755203,-0.055385605139809835,-0.016554885526713137,0.0031892959388672036,-0.2894391308239693,-0.37815124121138266,-0.12844992280355383,-0.04009888829058587,-0.25241127059640306,-0.02303202948883563,-0.34892788935952
2022-02-15,44529.6,3183.73,105.44,49402.964550000004,-0.09864518444166936,0.07149693686895908,0.0023678631741583128,0.07293080839852845,-0.019660710762096745,0.0065444947611768,0.0031937949145579934,-0.2586051272844443,-0.34752022604388544,-0.12740758490270862,-0.03876925131854864,-0.26319453895972905,-0.020922941239691233,-0.35812215324210767
2022-02-16,43860.7,3121.8,101.78,49415.0275,-0.11240158674403244,0.07117533463898205,0.0023205284001395327,0.0729561076080007,-0.02440882644927944,0.01342134560505226,0.003197816024206778,-0.2743396172345023,-0.3232559017790637,-0.12917455678372858,-0.04262122025506695,-0.2755488217558703,-0.01951618012039572,-0.36330554590665304
2022-02-17,40491.7,2890.8,93.46,49418.2521,-0.1806326958294019,0.07139240881464598,0.002308127344616304,0.07298579101822816,-0.021831402816258283,-0.03440546564382563,0.00320223379216717,-0.279213357168954,-0.37766426960486466,-0.1380151187738549,-0.04130803517877056,-0.28255799745680876,-0.020332452532017955,-0.3722567150878643
2022-02-18,39966.8,2778.46,89.82,49422.3487,-0.19132131411634024,0.06951920093677752,0.002247365313209964,0.07300655379868827,-0.04776766852366354,-0.05917694672946994,0.003206510288513453,-0.29912424692332773,-0.38352135428196765,-0.14511771537979865,-0.040625729406083604,-0.2848121539210236,-0.022796925489571875,-0.3709185086568349
2022-02-19,40052.6,2761.89,91.25,49431.5954,-0.1897368540122013,0.0689565721076784,0.002278254095863939,0.0730168730645595,-0.055607708005944056,-0.05027707602744036,0.0032106750614035906,-0.2904127473840442,-0.4209163733098258,-0.1514789848994591,-0.04116698704357759,-0.28546399036635983,-0.026978805344468122,-0.37733659288809474
2022-02-20,38368.1,2620.72,90.63,49424.779350000004,-0.2237072071015731,0.06830465933939914,0.002362118530758625,0.07302682414203206,-0.06466342824177373,-0.059507668740849784,0.003215588951527937,-0.2654165173579702,-0.3835517010089011,-0.1622087128041249,-0.041332192848403664,-0.2795072491681732,-0.02856517175743854,-0.3735115810342702
2022-02-21,36986.4,2566.88,82.89,49405.299349999994,-0.2513677583860241,0.06940064456124413,0.00224109402374927,0.07304635331729989,-0.04990952443881036,-0.07962282047162206,0.0032198718088230437,-0.30398035797317824,-0.41857234305028923,-0.17825894294732034,-0.04054989560540374,-0.2815845673323459,-0.03757487674956839,-0.37928602415411394
2022-02-22,38212.0,2635.57,86.34,49382.2322,-0.22619941834059087,0.0689723123626086,0.0022594996336229457,0.0730626920923582,-0.05598451976802288,-0.07690469296313063,0.0032235463550063796,-0.29906401683543526,-0.3723145835288033,-0.19648097636145198,-0.0457390111776789,-0.2873644086967731,-0.049496189281612306,-0.3828280752233879
2022-02-23,37227.8,2578.02,84.53,49345.36565000001,-0.24556643750394425,0.06924986166252102,0.0022706149705327737,0.0730768570245651,-0.052369457552855825,-0.09782427411188965,0.003226205835508678,-0.2961964963482362,-0.36274205227432044,-0.21550452647001084,-0.04973338704961838,-0.29048681999873516,-0.06538842066974686,-0.38846895386556746
2022-02-24,38315.1,2595.47,89.35,49318.0026,-0.22310113994762637,0.06774013378537443,0.0023319787759917107,0.07308450591176827,-0.07312592538897189,-0.09880689720992042,0.003228236245715334,-0.27763069413311314,-0.34853403756495427,-0.2215714470583286,-0.05706117598857747,-0.29026072527932933,-0.07458862517918897,-0.3843074921455803
2022-02-25,39205.4,2766.36,92.69,49282.731100000005,-0.2044799643824935,0.07056068806848036,0.002364215133629551,0.07310927687829333,-0.034859992037066134,-0.05687569128195025,0.003230641281440991,-0.2681901431733642,-0.32867732625979906,-0.22345125423920761,-0.05521722220477784,-0.285841567600763,-0.07425987440097188,-0.3764726309995562
2022-02-26,39099.3,2778.15,90.21,49250.27765,-0.20611005936125926,0.07105370172867545,0.002307202430734054,0.07312237271559685,-0.028290534211291463,-0.052158733933506674,0.003230425969315962,-0.28579003120675117,-0.3411538287241148,-0.22579028357478734,-0.051314768805541755,-0.2851811795754355,-0.07452868267326707,-0.36507798177302603
2022-02-27,37672.0,2615.99,85.58,49211.027050000004,-0.2344805166995596,0.06944122956041622,0.0022717137396474833,0.0731039548124318,-0.0501029699612463,-0.09661289190453348,0.0032302811640978115,-0.2967442695404031,-0.35690311246084994,-0.22732932780307116,-0.04923470333689498,-0.28965657274435447,-0.0798294288395076,-0.36127104055187587
2022-02-28,43155.0,2920.1,99.62,49204.8766,-0.12295278472459381,0.06766539219093963,0.002308423125941374,0.07304407315580146,-0.0736361039640987,-0.16760716913516638,0.0032304922911915537,-0.28542682728708146,-0.36955086306240725,-0.20898433156572396,-0.052624214697650454,-0.28700606836062637,-0.09239862150572821,-0.3542679719821784
2022-03-01,44394.1,2975.61,98.61,49187.8845,-0.09745864349990496,0.06702715000416723,0.0022212411108683363,0.0729894667098671,-0.08168735811428873,-0.16397211424829738,0.003228371032247173,-0.31196225939303,-0.4470452941030546,-0.19059279230276882,-0.05629604874711701,-0.2888486744402828,-0.10483682454646633,-0.36494378777850006
2022-03-02,43885.7,2947.47,100.69,49171.8943,-0.10750438589468791,0.0671624242065183,0.0022943692364483194,0.0729247406509199,-0.07901730459330625,-0.15921149547113045,0.003224859333443394,-0.28853664634157217,-0.44511870466554837,-0.17086964207287503,-0.06010288403860992,-0.28775441015361647,-0.11360642759778643,-0.37671188097724695
2022-03-03,42449.5,2832.97,95.58,49149.1117,-0.13631195902163173,0.06673741740185396,0.0022516166268153922,0.07286280124152494,-0.08406736682229132,-0.15087443653541222,0.0032218883011247194,-0.30115000385662594,-0.4295383867413327,-0.15847118765487583,-0.0616659471005127,-0.29111431154268974,-0.12104464750142811,-0.3882839308595866
2022-03-04,39127.7,2620.25,88.26,49115.11905,-0.2033471412302319,0.0669666246674351,0.002255690981069677,0.07281092204232659,-0.08026676782769038,-0.20053032321699982,0.0032191752608933784,-0.2992953790146602,-0.4474363973472024,-0.15830935577598132,-0.06815262935631616,-0.2955579166628749,-0.14156673777786377,-0.4052495124435015
2022-03-05,39375.1,2663.55,89.59,49088.47035,-0.19787478160846794,0.06764554248751115,0.0022752958087725495,0.07277241525585852,-0.07045077108299824,-0.20426848808969966,0.003214493214356737,-0.29217588682081985,-0.4277297889055015,-0.15713288752558258,-0.07417552033798856,-0.29647018175059897,-0.1632967026573199,-0.4176175067551281
2022-03-06,38401.1,2549.37,84.53,49056.9054,-0.21721315914884443,0.06638794201207777,0.0022012390270070388,0.07273403387570938,-0.08725065179907454,-0.22958819218096782,0.0032061376311569843,-0.3134296526713085,-0.42642616402658995,-0.15466612216119469,-0.07948233202910689,-0.2988538079121569,-0.18229317412538196,-0.42754937126451953
2022-03-07,37963.8,2489.9,81.62,49012.864400000006,-0.22543192558237835,0.06558616366117195,0.0021499428402846923,0.07267651018701986,-0.09756036039157878,-0.22960910657579137,0.003195019388470181,-0.3270955262296188,-0.428160768732629,-0.16930599942659244,-0.08290008294731832,-0.3048064791896622,-0.191150593759757,-0.43592221493169403
2022-03-08,38709.9,2575.49,82.25,48959.750199999995,-0.2093525836657556,0.06653310910128933,0.0021247794491848337,0.07263600981920054,-0.08402031902773899,-0.24312991256521954,0.0031843056702631047,-0.3327338298495468,-0.4489174755494538,-0.18529084802171397,-0.08323336307781122,-0.30777384639773603,-0.20245885066217445,-0.4361896694240368
2022-03-09,41937.5,2726.37,88.04,48925.19625,-0.14282408218239906,0.0650103129657228,0.002099314456035768,0.07259967232812006,-0.10453710215242495,-0.24689929433321567,0.003173707583905903,-0.3385293381527835,-0.4487356086805625,-0.19033651891995845,-0.0868790484433996,-0.3149156595136234,-0.21498567907104374,-0.4367063699976103
2022-03-10,39407.2,2605.44,82.81,48875.86585,-0.1937288615829198,0.0661158366998924,0.002101392638908626,0.07256535032116478,-0.08887869475896781,-0.20007720344743296,0.00316334810481835,-0.3357061666062531,-0.40768659194864165,-0.198538933571571,-0.08756638100578196,-0.3198522541921415,-0.22201464577276098,-0.43358468502722586
2022-03-11,38713.0,2555.89,80.64,48821.8113,-0.20705522861254433,0.06602149148864722,0.0020830212073463692,0.0725212964983508,-0.0896261556748561,-0.20284385474518085,0.0031538661086808212,-0.33953403994767495,-0.40227797842319624,-0.19906866034047277,-0.08890343641251992,-0.32560063432542935,-0.22234515027678686,-0.42713348232379644
2022-03-12,38792.6,2567.64,81.38,48777.1775,-0.20469772979381595,0.06618891231832875,0.00209782278063342,0.0724833132281861,-0.08683931003597789,-0.19757349338636332,0.0031445642991349684,-0.33287330737345533,-0.3922954652029531,-0.20004336722409394,-0.09124465626294558,-0.3314145515472345,-0.2213887224620245,-0.4220714360805752
2022-03-13,37743.7,2514.07,78.69,48720.93274999999,-0.2253083455180771,0.06660899699817453,0.0020848512466981246,0.07244803703426389,-0.0805962490512726,-0.17757005651306856,0.003137410165736557,-0.33548655210382017,-0.3728931615678769,-0.2011998224196986,-0.09029402729897387,-0.33456553718045035,-0.21395756022375317,-0.41442386430075906
2022-03-14,39653.8,2588.96,81.2,48684.936449999994,-0.18550165838821775,0.0652890769610983,0.0020477230429366165,0.07239330666488929,-0.09813379207385386,-0.18192633868912667,0.0031304252621791565,-0.34586426078380406,-0.3859875264594764,-0.1954954985348185,-0.09037594611072745,-0.3372467849739054,-0.20714573623994395,-0.4083991154045944
2022-03-15,39271.0,2617.29,82.83,48635.87155,-0.19255070900441185,0.06664688956227241,0.0021091899875225993,0.07234811715949617,-0.07880270864071048,-0.18958512583565545,0.0031244141651599654,-0.3249326510416035,-0.42231055819411845,-0.1930952307260551,-0.08963057319829482,-0.336132330858485,-0.19949648099286335,-0.40459812721097504
2022-03-16,41105.8,2772.78,87.73,48596.740600000005,-0.15414491810588637,0.0674547144198629,0.0021342486948313865,0.07232343329694597,-0.06731869126142098,-0.1884908196720716,0.0031189330363268534,-0.31571192136113413,-0.4254887691216518,-0.194712493000839,-0.08431365735672282,-0.3328726998882493,-0.19115241318412848,-0.40127715013113063
2022-03-17,40898.1,2810.74,87.83,48557.25405,-0.15773449713843535,0.06872544201319865,0.0021475325259608636,0.07230997945686189,-0.04957182218260314,-0.18171373972822125,0.003111392867851533,-0.30978419724804174,-0.4356125209636009,-0.18957044093734124,-0.07869838984581358,-0.32916956140850484,-0.18852906122424112,-0.4052665685618391
2022-03-18,41751.5,2938.02,89.77,48530.888049999994,-0.1396922315333563,0.07036920829191766,0.002150102391530843,0.07230959284003607,-0.026834400138456727,-0.1675836731733219,0.0031053542677360927,-0.30761446000866766,-0.44898635832666944,-0.1799471556403144,-0.06972813905489939,-0.3246096214172181,-0.18349189242826122,-0.4119391942623353
2022-03-19,42188.2,2950.0,92.31,48506.077450000004,-0.13024919313486993,0.06992476569277666,0.0021880525834238012,0.07231350320188935,-0.033033076857633015,-0.16805998762198515,0.0031003587098571606,-0.29425824938669465,-0.43226166776187314,-0.1693116504033221,-0.06204153431513583,-0.31909318456196656,-0.17927567731906432,-0.41764865177075244
2022-03-20,41261.0,2860.47,88.58,48468.16774999999,-0.14869899326862823,0.06932624027532051,0.00214682145367296,0.07232140250343971,-0.041414603760992375,-0.17553234145840224,0.0030953364957657377,-0.30643357948006555,-0.4210687534393768,-0.1583674572248294,-0.05644415641652437,-0.31494275990143017,-0.17898457516839775,-0.4245308791809667
2022-03-21,40982.0,2889.08,88.55,48426.58205,-0.1537292481702206,0.07049631545556585,0.002160704699624225,0.07232030207051313,-0.025220948512754582,-0.14170606859886214,0.003088453564358421,-0.30039268695526633,-0.411869200825134,-0.15382854147940123,-0.0460280359077959,-0.3084468207830677,-0.17323882229835993,-0.4282282612332035
2022-03-22,42349.8,2968.49,90.44,48388.19565,-0.12479067609126682,0.0700945459010432,0.0021355472753118074,0.07231925097719066,-0.030762280389894037,-0.14430873893348972,0.003081741028909438,-0.3070322083268847,-0.41849599628727285,-0.1441485367775234,-0.03916511758625069,-0.3058896146809649,-0.166770767026622,-0.4276833238179399
2022-03-23,42867.9,3035.55,94.83,48352.831450000005,-0.11343557937598303,0.07081172625670956,0.0022121447516673313,0.07233278532775103,-0.021028625735194817,-0.12472827573386391,0.003075968428447338,-0.2808298254270576,-0.40867605586949507,-0.13833291695896574,-0.0325522510825041,-0.30090645811895406,-0.15766183217830662,-0.4252815076390603
2022-03-24,43973.4,3109.89,102.33,48313.7006,-0.08983581357044701,0.07072207288951957,0.0023270886490469236,0.07234520223777367,-0.022435894821600466,-0.1116721936932511,0.003071171811518821,-0.24227988798318567,-0.3788821181995531,-0.1286331050206817,-0.028675690030932288,-0.29126298536683176,-0.14765589703045373,-0.4171771643870535
2022-03-25,44290.6,3101.37,98.55,48271.73375,-0.08247339469136017,0.07002321034260091,0.00222507710439687,0.07234055070259707,-0.0320337671954295,-0.13787572987106744,0.003066072426563847,-0.27429075545664205,-0.41890163035097283,-0.12045898547182511,-0.02941845675335697,-0.28650245614511377,-0.1434119051301317,-0.41287934610481114
2022-03-26,44489.2,3143.47,101.68,48259.857800000005,-0.07813238521394916,0.07065692347805759,0.0022854985030074716,0.07234749598078588,-0.023367394818713194,-0.11700187583261135,0.003060791997857668,-0.2532983278160833,-0.4134226495496386,-0.11301372719740786,-0.02803764503351128,-0.2806510387778836,-0.13611788916022113,-0.4101880577887776
2022-03-27,46820.8,3295.01,106.94,48263.65035,-0.02989517658810903,0.07037491883949014,0.002284027611659775,0.07235864825112238,-0.027415235905840385,-0.11611754227128845,0.0030555762120325343,-0.25250510765677614,-0.4082170936369496,-0.09604175338590512,-0.026037735339918138,-0.27294697137455654,-0.12763006070491917,-0.40835210638843084
2022-03-28,47121.9,3333.62,105.73,48267.19045,-0.02372813580658706,0.07074460070582891,0.0022437550268558783,0.07237036190906222,-0.022464461422428417,-0.11341352770433921,0.0030499336268093227,-0.2643266046405165,-0.39826301524325136,-0.07747016590538604,-0.025643951469871546,-0.26779467390102085,-0.12358826914855874,-0.40640836559101906
2022-03-29,47418.5,3399.0,111.56,48279.9788,-0.017843396401822753,0.07168088404314772,0.002352668262387043,0.07238811150498538,-0.00976993938830617,-0.08266050099764621,0.0030450728707476305,-0.22738523436077485,-0.3598395999468743,-0.062191983092608316,-0.02264504561250185,-0.25641653476300513,-0.1147813780148668,-0.3980288803995335
2022-03-30,47053.2,3385.1,120.85,48289.2759,-0.025597316939681036,0.07194197206566184,0.0025683694201457073,0.07240583785758077,-0.006406469500861656,-0.08636176722608968,0.0030406864025149948,-0.1553323558715648,-0.29871631952023137,-0.049643659887422316,-0.020556166150454254,-0.23848832482650617,-0.10930044822804193,-0.38232034663535297
2022-03-31,45506.0,3281.43,122.85,48286.572250000005,-0.05758479263352567,0.07210983167054894,0.002699644002988617,0.07241133161529999,-0.004163712198428149,-0.093520790691617,0.0030359838367375364,-0.11078446126062047,-0.26607800224293643,-0.04503637118214784,-0.017945854347143925,-0.21970326386613973,-0.10670739065637991,-0.36620547292726496
2022-04-01,46266.2,3454.33,134.53,48293.02345,-0.04196928055453941,0.07466206431476975,0.0029077382624896793,0.07243202785819605,0.030787988718741444,-0.05350824919233643,0.0030321874302588433,-0.04104270287755274,-0.2252903446958976,-0.03925006916260202,-0.008971317787976647,-0.1863821134976984,-0.09465489341656119,-0.33854671783368273
2022-04-02,45794.6,3443.07,132.48,48286.560549999995,-0.05160774595696471,0.07518506548807065,0.0028929175055574237,0.07246735562599341,0.037502539434493,-0.07094751822927114,0.0030293736870742167,-0.04504435425019582,-0.22413557398176298,-0.03546083498303281,-0.0002756128946614763,-0.15663154584542877,-0.08807569947322688,-0.31150570703827196
2022-04-03,46392.4,3520.76,136.85,48277.991949999996,-0.03905696723991425,0.07589087867840423,0.0029498366111690706,0.07250917570243443,0.04663827637274154,-0.06356328871933481,0.0030279743226926496,-0.025805275473437472,-0.19492566239627152,-0.03676966221900498,0.010303460287993085,-0.12424585553352323,-0.08056794896580492,-0.28103550257531795
2022-04-04,46580.9,3518.96,132.09,48272.1687,-0.03503610352604691,0.07554512686530315,0.0028357116328795707,0.07256967319852915,0.041001337550935935,-0.08535198421103063,0.003028262647352409,-0.06358464799649544,-0.22558325526631018,-0.03838508617892782,0.019370002998473707,-0.09556843315580595,-0.07655915703818941,-0.2563669654357549
2022-04-05,45477.4,3405.04,126.84,48263.04015000001,-0.05771787565272157,0.07487323373807649,0.002789077651756697,0.07261503977399263,0.031098157779879676,-0.08100936914775425,0.003027820204120153,-0.07884964636889058,-0.2155300869250728,-0.044081440357627656,0.025208302593928828,-0.07434906344267962,-0.07632328105963342,-0.23575132071835467
2022-04-06,43159.7,3166.78,112.87,48237.4129,-0.10526503381361907,0.07337354059458245,0.002615171097111426,0.07265585361307374,0.009877896216466286,-0.07156997516594665,0.0030259903302038943,-0.13576356440794934,-0.2502223012427045,-0.05546254276819023,0.027534640553547103,-0.07155352180502027,-0.07421016790818442,-0.22882360382156516
2022-04-07,43417.1,3225.15,118.41,48218.21385,-0.09957054537390342,0.07428294381706747,0.002727266445709179,0.07270688473845167,0.02167688911834631,-0.034360770647915206,0.0030252776667139317,-0.09850706408990673,-0.16932897406950953,-0.06146050744538705,0.031226155027372027,-0.06979960792348973,-0.06575873647336987,-0.21500231408250414
2022-04-08,42229.2,3191.26,109.83,48214.22685000001,-0.12413404177609477,0.07556998474988871,0.002600807024523316,0.07277987561452509,0.038336272380311565,0.022835914829595128,0.003024733704114036,-0.14015338904516594,-0.23726645600647756,-0.07319833047703782,0.032304481264739185,-0.0839582773760059,-0.05485242732737965,-0.21671318712687274
2022-04-09,42727.7,3257.53,112.89,48224.23484999999,-0.1139786845161318,0.07623930143677288,0.002642079962179102,0.07286109884629374,0.04636496901598641,0.012923103833872407,0.003025413087981013,-0.12670439198031158,-0.21450401538147845,-0.08210846455691882,0.03357054263352396,-0.09562399705173673,-0.042870909889787714,-0.21533725018397495
2022-04-10,42140.4,3200.24,111.04,48217.33684999999,-0.12603219603158133,0.07594232612884547,0.002635001091589069,0.07293655505741276,0.041210762820737656,0.030245883338982482,0.0030249432725854256,-0.12890892352605088,-0.1884835343688569,-0.0945334972414427,0.03279518355466626,-0.1103530896306815,-0.02946959959574239,-0.21441694618005855
2022-04-11,39505.6,2978.69,99.62,48190.723399999995,-0.18022396816728414,0.07539918391316675,0.002521667814183306,0.07300599599264183,0.0327807036666703,-0.005333432852430708,0.0030246187806234814,-0.16628573811093628,-0.2315925897399499,-0.11527462076161944,0.031620807285485455,-0.12502467393274447,-0.018038377973085256,-0.21527542253343565
2022-04-12,40060.7,3026.3,103.17,48177.03445000001,-0.1684689508737499,0.0755428637043287,0.002575341918638466,0.07305831192069463,0.03400779074023852,-0.016337060352051624,0.003024386835922948,-0.14847469640815558,-0.2539750618164951,-0.13109620293605206,0.03203646913696529,-0.13497110965263948,-0.008799476716556311,-0.22076756180363885
2022-04-13,41129.8,3116.45,104.89,48169.42555,-0.1461430247427976,0.07577109541014057,0.0025502190625774986,0.07313057131452393,0.0361069802704006,-0.005396925364635319,0.003023857273548548,-0.15663378530271266,-0.2575507619591283,-0.1369359159259347,0.03578348114467019,-0.1379525697804628,0.0006538161122024512,-0.22181448476312798
2022-04-14,39915.9,3019.82,100.72,48153.25505,-0.17106538366818047,0.07565456372022177,0.002523305249286625,0.07320133131348461,0.03351349439576712,-0.014897751249009605,0.0030234968870707004,-0.16543481156637918,-0.2567637455560484,-0.14714946425368858,0.03747442475573031,-0.147513676562816,0.0034342474549032514,-0.23430516640406207
2022-04-15,40529.5,3039.19,101.33,48145.2891,-0.1581834742788989,0.07498710815578775,0.002500154208662826,0.07327045200176706,0.023429037314786738,-0.02837412442805065,0.0030229236704482926,-0.17293505188238556,-0.2702926282729935,-0.1520136688969463,0.03534481974636962,-0.1521967712538474,-0.0038814724390461458,-0.23902319101356437
2022-04-16,40361.0,3057.99,102.02,48142.0625,-0.16162711142672792,0.0757659621912242,0.0025276876192363916,0.07335570923916335,0.03285706016695511,-0.024796864588099043,0.0030228833261544924,-0.1638156863791549,-0.26417051677834147,-0.15882058702703145,0.03341511848222229,-0.15749838473939645,-0.009270039356470638,-0.24611840549883052
2022-04-17,39649.1,2986.03,100.08,48132.80944999999,-0.17625626982802256,0.07531141942692268,0.0025241430448610437,0.07343883107306891,0.025498613287984195,-0.010051071450723037,0.003023436452841429,-0.1651410293446547,-0.2381629077666051,-0.16599545471223737,0.03117052569182894,-0.16267439985633983,-0.015026747183571427,-0.2532154588413659
2022-04-18,40785.6,3054.02,102.35,48117.7546,-0.15237940051342302,0.07487985955827547,0.0025094641245929934,0.07350465429579071,0.01870909095022455,0.003453921868393328,0.003022508470572327,-0.16974124339912477,-0.24750592724636422,-0.16201765933311435,0.029160295303765262,-0.16316804346893818,-0.01377141079488228,-0.25548879277085373
