date,BTC,ETH,SOL,btc_ma200,btc_ma200_gap,ethbtc,solbtc,ethbtc_ma180,ethbtc_gap,ethbtc_ret90,solbtc_ma180,solbtc_gap,solbtc_ret90,btc_ma200_gap_ma7,ethbtc_gap_ma7,solbtc_gap_ma7,ethbtc_ret90_ma7,solbtc_ret90_ma7
2021-04-03,57134.65,2012.63,22.4904,,,0.03522608434636425,0.0003936385363347811,0.03442087036485263,0.023393190613036463,0.1878536499320853,0.0001948402339446298,1.0203144307794574,4.97764359279373,,0.00014021767300279042,0.7999335974016356,0.3464778339609402,4.72253976644915
2021-04-04,58234.61,2077.73,23.7879,,,0.035678611052774284,0.00040848388956326833,0.03443425058493691,0.03613728908570213,0.0955930708498498,0.00019711303879163658,1.072333175255173,4.269078632600401,,0.007339631955542658,0.8544135129723431,0.28375664318316757,4.609174482986962
2021-04-05,59243.39,2110.35,23.018,,,0.03562169551742397,0.00038853279665461416,0.03444675000527888,0.03410903821013678,0.09972899888182618,0.00019912798361124687,0.9511712498085556,5.185871501060401,,0.011801199664641679,0.8705398024450451,0.2469511143228993,4.724513886601651
2021-04-06,58059.99,2114.47,25.0987,,,0.036418711060749405,0.00043228908582312886,0.03446729126627336,0.056616569587687016,0.105910214171969,0.00020155674509262064,1.1447512740120933,7.48849515482506,,0.018203395367933868,0.9097128698117664,0.22344429763107757,5.185177431305552
2021-04-07,56018.18,1965.4,26.5699,,,0.03508503846429856,0.00047430851912718335,0.034473659794088056,0.017734661009660035,0.12932812397993,0.00020436861905173985,1.3208480897309536,6.92130322283332,,0.027800066630560276,0.9926804906675967,0.20999912996662792,5.433195401523804
2021-04-08,58122.26,2082.08,26.9589,,,0.03582241984396339,0.0004638308971468074,0.034487422651739846,0.038709682822766656,0.19479305834396587,0.00020701619331801605,1.2405536963684543,4.850031920689372,,0.03702636014927888,1.0705526491404924,0.1882817358105779,5.530190047314728
2021-04-09,58176.03,2068.02,27.6623,,,0.035547630183771564,0.0004754930853824161,0.034498131818730064,0.03042188981583327,0.11467632344843803,0.00020972808111664634,1.2671884606523287,4.650287036544312,,0.03387461730640319,1.1453086252295737,0.1325547770868663,5.477530151620942
2021-04-10,59832.43,2135.96,26.8349,46580.750499999995,0.28448832098572585,0.035699034787656125,0.00044850092165736876,0.03451014084841932,0.03445056757255327,0.08467417642239217,0.00021211580952205358,1.1144153406950004,3.97459495713401,,0.035454242586334166,1.1587516123603656,0.11781485229976729,5.334237489383839
2021-04-11,60090.2,2155.05,27.9493,46714.50742574257,0.2863284515098321,0.03586358507710077,0.0004651224326096435,0.034523541286327064,0.03881536310715683,0.1683021304387724,0.00021462082559222775,1.1671821983080073,4.314724748341699,,0.03583682458939912,1.172301472796485,0.1282018608124705,5.340758363061168
2021-04-12,59911.18,2139.25,28.585,46843.88656862745,0.2789540832020554,0.03570702496595794,0.0004771229676998517,0.03453514406749991,0.0339329957960377,0.1572586918436394,0.00021719437600504758,1.1967556272670863,3.4793607891325067,0.28325695189920447,0.03581167567309925,1.2073849552905607,0.13642038837844384,5.096971118500039
2021-04-13,63649.71,2303.15,27.5083,47007.049902912615,0.3540460448264844,0.03618476816312282,0.00043218264466562376,0.03455115983541858,0.047280853536778134,0.1978704373372171,0.000219281640749325,0.9709020928007357,3.5826802864235736,0.30095422513102443,0.03447800195154084,1.1825493579746522,0.14955756311633642,4.538997565871256
2021-04-14,63019.1,2437.08,26.4194,47161.01192307693,0.33625419451959115,0.038672085129746375,0.00041922845613472743,0.03459078411709481,0.11798810338718457,0.2264765708522809,0.00022120420628187696,0.895210146232533,3.9829657921107566,0.30801421900873777,0.0487999222911872,1.121743937474878,0.16343591266952942,4.119235075768033
2021-04-15,63232.55,2519.85,27.7857,47314.07419047619,0.3364427198858311,0.03985052002489224,0.0004394208362623364,0.034640876840026216,0.150390049562674,0.25318956154631733,0.00022328245990073847,0.9680042778894657,3.9750549217049276,0.3127523024882533,0.06475426039688825,1.0828083062635938,0.17177827026986534,3.994238361627398
2021-04-16,61424.67,2427.29,25.3449,47447.193018867925,0.2945901768219201,0.03951653301515499,0.00041261760136440293,0.03468687359639536,0.1392359390747031,0.1572270810059817,0.00022506864048058437,0.8332967244274865,3.338953681301123,0.3101577131073486,0.0802991245767268,1.0208237725171878,0.177856949920943,3.806905025164085
2021-04-17,60090.14,2319.8,24.8423,47565.35140186916,0.26331748276832156,0.03860533525134074,0.0004134172428288568,0.03472349473335746,0.11179290989550528,0.12244110249458906,0.00022682890779225046,0.8225950424603732,2.8690268783499824,0.30713330764771946,0.0913480306228628,0.9791351584836697,0.18325222507411398,3.6489667281949383
2021-04-18,56140.05,2235.32,32.3492,47644.746759259266,0.1783051399909008,0.03981685089343526,0.0005762232131962833,0.034770655438543366,0.14512799345445093,0.15658495662541605,0.00023006404024969522,1.504620941938129,4.572936585896764,0.29170140600215777,0.10653554924390482,1.0273406932879727,0.18157834310077736,3.6858541335599475
2021-04-19,55634.39,2162.75,31.5856,47718.04623853211,0.16589832119059977,0.03887433653896448,0.0005677351724356104,0.034808303889005944,0.11681214525487915,0.020277715665750318,0.00023316194054497885,1.4349393005934843,4.6171022455457225,0.27555058285766415,0.11837542773802502,1.0613669323346009,0.1620096322182218,3.8483886273332644
2021-04-20,56410.56,2329.96,31.7022,47797.069090909084,0.18020960433176825,0.04130361407509516,0.000561990520923742,0.03486735216342494,0.18459279275074159,0.0631059856630305,0.00023615129127569487,1.379790167091003,4.372758326230803,0.25071680564413323,0.1379914190543055,1.1197795143760678,0.14275756769333797,3.961256918734297
2021-04-21,53800.0,2358.9,32.6637,47851.14954954955,0.12431990676191496,0.0438457249070632,0.000607131970260223,0.034948238404358616,0.25459041453702924,0.21842883089762188,0.00023949345955483474,1.5350670176494452,5.292826176510113,0.22044047882160808,0.15750603493285475,1.211187638864198,0.14160789055695813,4.148379830791348
2021-04-22,51714.61,2398.94,38.9341,47885.64473214286,0.07996060801259253,0.0463880516550352,0.0007528646160147007,0.0350503795940968,0.3234678822950008,0.23945732763399907,0.000244077130594655,2.084535671902018,6.4608688931774205,0.18380017712543115,0.18223143960890145,1.3706921237231342,0.13964614285519836,4.503496112430276
