timestamp,binance_open,funding_rate,fr_lagged,signal,position,funding_ret,strategy_ret,equity
2022-01-02 01:00:00+00:00,47622.14,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-02 02:00:00+00:00,47381.21,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-02 03:00:00+00:00,47374.29,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-02 04:00:00+00:00,47330.76,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-02 05:00:00+00:00,46903.89,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-02 06:00:00+00:00,47076.58,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-02 07:00:00+00:00,47122.49,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-02 08:00:00+00:00,47171.39,0.0001,0.0001,0.0,0.0,-0.0,0.0,1.0
2022-01-02 09:00:00+00:00,47211.36,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-02 10:00:00+00:00,47263.18,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-02 11:00:00+00:00,47175.95,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-02 12:00:00+00:00,47231.29,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-02 13:00:00+00:00,47279.58,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-02 14:00:00+00:00,47133.08,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-02 15:00:00+00:00,47110.2,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-02 16:00:00+00:00,47329.68,0.0001,0.0001,0.0,0.0,-0.0,0.0,1.0
2022-01-02 17:00:00+00:00,47780.01,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-02 18:00:00+00:00,47401.6,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-02 19:00:00+00:00,47046.96,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-02 20:00:00+00:00,46908.66,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-02 21:00:00+00:00,47012.47,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-02 22:00:00+00:00,47020.94,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-02 23:00:00+00:00,47261.81,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-03 00:00:00+00:00,47280.01,0.0001,0.0001,0.0,0.0,-0.0,-0.0,1.0
2022-01-03 01:00:00+00:00,47059.44,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-03 02:00:00+00:00,47117.42,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-03 03:00:00+00:00,47005.38,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-03 04:00:00+00:00,46802.86,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-03 05:00:00+00:00,46823.57,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-03 06:00:00+00:00,47083.37,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-03 07:00:00+00:00,46930.85,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-03 08:00:00+00:00,47042.77,0.0001,0.0001,0.0,0.0,-0.0,-0.0,1.0
2022-01-03 09:00:00+00:00,46970.01,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-03 10:00:00+00:00,46979.02,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-03 11:00:00+00:00,47116.15,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-03 12:00:00+00:00,47364.11,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-03 13:00:00+00:00,47192.63,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-03 14:00:00+00:00,47157.33,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-03 15:00:00+00:00,46874.66,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-03 16:00:00+00:00,46689.99,0.0001,0.0001,0.0,0.0,-0.0,-0.0,1.0
2022-01-03 17:00:00+00:00,46484.0,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-03 18:00:00+00:00,46564.53,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-03 19:00:00+00:00,46469.49,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-03 20:00:00+00:00,46364.56,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-03 21:00:00+00:00,45904.75,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-03 22:00:00+00:00,45973.72,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-03 23:00:00+00:00,46214.28,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-04 00:00:00+00:00,46445.8,0.0001,0.0001,0.0,0.0,-0.0,-0.0,1.0
2022-01-04 01:00:00+00:00,46251.51,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-04 02:00:00+00:00,46065.38,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-04 03:00:00+00:00,46111.81,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-04 04:00:00+00:00,46313.95,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-04 05:00:00+00:00,46107.54,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-04 06:00:00+00:00,46151.49,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-04 07:00:00+00:00,46359.13,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-04 08:00:00+00:00,46521.69,0.0001,0.0001,0.0,0.0,-0.0,-0.0,1.0
2022-01-04 09:00:00+00:00,46476.1,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-04 10:00:00+00:00,46354.27,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-04 11:00:00+00:00,46599.85,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-04 12:00:00+00:00,46709.97,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-04 13:00:00+00:00,46628.87,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-04 14:00:00+00:00,46933.14,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-04 15:00:00+00:00,47303.01,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-04 16:00:00+00:00,46925.28,0.0001,0.0001,0.0,0.0,-0.0,-0.0,1.0
2022-01-04 17:00:00+00:00,46767.95,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-04 18:00:00+00:00,46563.99,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-04 19:00:00+00:00,45742.7,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-04 20:00:00+00:00,46058.09,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-04 21:00:00+00:00,46266.0,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-04 22:00:00+00:00,46230.59,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-04 23:00:00+00:00,46158.63,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-05 00:00:00+00:00,45833.41,0.0001,0.0001,0.0,0.0,-0.0,0.0,1.0
2022-01-05 01:00:00+00:00,46260.08,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-05 02:00:00+00:00,46112.11,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-05 03:00:00+00:00,46291.46,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-05 04:00:00+00:00,46412.87,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-05 05:00:00+00:00,46419.0,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-05 06:00:00+00:00,46302.72,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-05 07:00:00+00:00,46453.99,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-05 08:00:00+00:00,46399.34,0.0001,0.0001,0.0,0.0,-0.0,0.0,1.0
2022-01-05 09:00:00+00:00,46624.01,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-05 10:00:00+00:00,46850.76,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-05 11:00:00+00:00,46809.4,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-05 12:00:00+00:00,46271.93,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-05 13:00:00+00:00,46228.28,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-05 14:00:00+00:00,46429.36,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-05 15:00:00+00:00,46682.79,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-05 16:00:00+00:00,46611.47,0.0001,0.0001,0.0,0.0,-0.0,-0.0,1.0
2022-01-05 17:00:00+00:00,46308.24,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-05 18:00:00+00:00,46007.98,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-05 19:00:00+00:00,45922.29,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-05 20:00:00+00:00,44671.93,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-05 21:00:00+00:00,43958.56,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-05 22:00:00+00:00,43604.01,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-05 23:00:00+00:00,43415.84,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-06 00:00:00+00:00,43421.7,0.0001,0.0001,0.0,0.0,-0.0,0.0,1.0
2022-01-06 01:00:00+00:00,43655.99,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-06 02:00:00+00:00,43525.9,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-06 03:00:00+00:00,43248.39,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-06 04:00:00+00:00,42821.05,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-06 05:00:00+00:00,43007.21,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-06 06:00:00+00:00,43038.13,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-06 07:00:00+00:00,43094.35,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-06 08:00:00+00:00,43222.22,0.0001,0.0001,0.0,0.0,-0.0,-0.0,1.0
2022-01-06 09:00:00+00:00,43050.01,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-06 10:00:00+00:00,42591.57,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-06 11:00:00+00:00,42874.39,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-06 12:00:00+00:00,42865.14,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-06 13:00:00+00:00,43048.75,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-06 14:00:00+00:00,43123.14,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-06 15:00:00+00:00,42802.78,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-06 16:00:00+00:00,42947.78,0.0001,0.0001,0.0,0.0,-0.0,-0.0,1.0
2022-01-06 17:00:00+00:00,42878.25,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-06 18:00:00+00:00,42994.0,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-06 19:00:00+00:00,43353.89,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-06 20:00:00+00:00,43409.03,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-06 21:00:00+00:00,43209.99,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-06 22:00:00+00:00,43105.11,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-06 23:00:00+00:00,43163.57,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-07 00:00:00+00:00,43080.01,0.0001,0.0001,0.0,0.0,-0.0,-0.0,1.0
2022-01-07 01:00:00+00:00,42787.99,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-07 02:00:00+00:00,42989.13,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-07 03:00:00+00:00,42795.77,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-07 04:00:00+00:00,41789.97,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-07 05:00:00+00:00,41679.99,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-07 06:00:00+00:00,41835.97,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-07 07:00:00+00:00,41520.0,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-07 08:00:00+00:00,41699.41,0.0001,0.0001,0.0,0.0,-0.0,0.0,1.0
2022-01-07 09:00:00+00:00,42089.3,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-07 10:00:00+00:00,42409.0,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-07 11:00:00+00:00,42167.89,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-07 12:00:00+00:00,42250.0,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-07 13:00:00+00:00,42393.02,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-07 14:00:00+00:00,41474.25,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-07 15:00:00+00:00,41876.12,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-07 16:00:00+00:00,41297.14,0.0001,0.0001,0.0,0.0,-0.0,0.0,1.0
2022-01-07 17:00:00+00:00,42127.15,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-07 18:00:00+00:00,41978.8,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-07 19:00:00+00:00,41695.07,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-07 20:00:00+00:00,41763.67,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-07 21:00:00+00:00,41914.0,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-07 22:00:00+00:00,41862.37,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-07 23:00:00+00:00,41522.5,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-08 00:00:00+00:00,41553.87,0.0001,0.0001,0.0,0.0,-0.0,0.0,1.0
2022-01-08 01:00:00+00:00,41985.7,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-08 02:00:00+00:00,41881.76,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-08 03:00:00+00:00,41870.9,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-08 04:00:00+00:00,41796.03,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-08 05:00:00+00:00,41880.01,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-08 06:00:00+00:00,41953.06,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-08 07:00:00+00:00,41901.74,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-08 08:00:00+00:00,41902.21,0.0001,0.0001,0.0,0.0,-0.0,0.0,1.0
2022-01-08 09:00:00+00:00,41948.86,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-08 10:00:00+00:00,42140.19,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-08 11:00:00+00:00,41905.93,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-08 12:00:00+00:00,41918.02,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-08 13:00:00+00:00,41851.24,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-08 14:00:00+00:00,41884.03,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-08 15:00:00+00:00,41738.25,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-08 16:00:00+00:00,41600.72,0.0001,0.0001,0.0,0.0,-0.0,-0.0,1.0
2022-01-08 17:00:00+00:00,41342.06,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-08 18:00:00+00:00,40844.88,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-08 19:00:00+00:00,40684.1,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-08 20:00:00+00:00,40837.5,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-08 21:00:00+00:00,40977.42,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-08 22:00:00+00:00,41775.19,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-08 23:00:00+00:00,41912.89,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-09 00:00:00+00:00,41688.05,0.0001,0.0001,0.0,0.0,-0.0,0.0,1.0
2022-01-09 01:00:00+00:00,41772.02,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-09 02:00:00+00:00,41800.81,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-09 03:00:00+00:00,42090.35,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-09 04:00:00+00:00,41835.6,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-09 05:00:00+00:00,42067.17,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-09 06:00:00+00:00,41762.99,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-09 07:00:00+00:00,41866.01,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-09 08:00:00+00:00,41784.62,0.0001,0.0001,0.0,0.0,-0.0,-0.0,1.0
2022-01-09 09:00:00+00:00,41657.44,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-09 10:00:00+00:00,41503.76,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-09 11:00:00+00:00,41636.98,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-09 12:00:00+00:00,41854.26,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-09 13:00:00+00:00,41737.43,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-09 14:00:00+00:00,41467.55,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-09 15:00:00+00:00,41530.98,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-09 16:00:00+00:00,41611.09,0.0001,0.0001,0.0,0.0,-0.0,0.0,1.0
2022-01-09 17:00:00+00:00,42127.99,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-09 18:00:00+00:00,42084.68,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-09 19:00:00+00:00,41955.0,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-09 20:00:00+00:00,42678.96,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-09 21:00:00+00:00,42414.63,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-09 22:00:00+00:00,42290.28,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-09 23:00:00+00:00,42193.24,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-10 00:00:00+00:00,41851.22,0.0001,0.0001,0.0,0.0,-0.0,-0.0,1.0
2022-01-10 01:00:00+00:00,41644.58,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-10 02:00:00+00:00,41790.01,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-10 03:00:00+00:00,41905.01,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-10 04:00:00+00:00,41946.05,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-10 05:00:00+00:00,42165.05,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-10 06:00:00+00:00,42006.01,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-10 07:00:00+00:00,41914.84,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-10 08:00:00+00:00,42035.0,4.522e-05,0.0001,0.0,0.0,-0.0,-0.0,1.0
2022-01-10 09:00:00+00:00,41802.95,4.522e-05,4.522e-05,0.0,0.0,0.0,0.0,1.0
2022-01-10 10:00:00+00:00,41788.53,4.522e-05,4.522e-05,0.0,0.0,0.0,0.0,1.0
2022-01-10 11:00:00+00:00,41765.0,4.522e-05,4.522e-05,0.0,0.0,0.0,0.0,1.0
2022-01-10 12:00:00+00:00,41564.26,4.522e-05,4.522e-05,0.0,0.0,0.0,0.0,1.0
2022-01-10 13:00:00+00:00,40931.6,4.522e-05,4.522e-05,0.0,0.0,0.0,0.0,1.0
2022-01-10 14:00:00+00:00,40752.99,4.522e-05,4.522e-05,0.0,0.0,0.0,0.0,1.0
2022-01-10 15:00:00+00:00,40768.61,4.522e-05,4.522e-05,0.0,0.0,0.0,0.0,1.0
2022-01-10 16:00:00+00:00,40973.56,0.0001,4.522e-05,0.0,0.0,-0.0,0.0,1.0
2022-01-10 17:00:00+00:00,41892.97,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-10 18:00:00+00:00,41168.96,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-10 19:00:00+00:00,41584.62,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-10 20:00:00+00:00,41280.45,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-10 21:00:00+00:00,41696.81,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-10 22:00:00+00:00,41698.18,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-10 23:00:00+00:00,41592.95,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-11 00:00:00+00:00,41801.55,0.0001,0.0001,0.0,0.0,-0.0,-0.0,1.0
2022-01-11 01:00:00+00:00,41587.43,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-11 02:00:00+00:00,41913.72,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-11 03:00:00+00:00,42146.26,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-11 04:00:00+00:00,42251.6,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-11 05:00:00+00:00,42284.38,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-11 06:00:00+00:00,42096.61,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-11 07:00:00+00:00,42088.99,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-11 08:00:00+00:00,42191.81,7.394e-05,0.0001,0.0,0.0,-0.0,-0.0,1.0
2022-01-11 09:00:00+00:00,41979.9,7.394e-05,7.394e-05,0.0,0.0,0.0,0.0,1.0
2022-01-11 10:00:00+00:00,41968.37,7.394e-05,7.394e-05,0.0,0.0,0.0,0.0,1.0
2022-01-11 11:00:00+00:00,41619.08,7.394e-05,7.394e-05,0.0,0.0,0.0,0.0,1.0
2022-01-11 12:00:00+00:00,41800.07,7.394e-05,7.394e-05,0.0,0.0,0.0,0.0,1.0
2022-01-11 13:00:00+00:00,41796.79,7.394e-05,7.394e-05,0.0,0.0,0.0,0.0,1.0
2022-01-11 14:00:00+00:00,41691.83,7.394e-05,7.394e-05,0.0,0.0,0.0,0.0,1.0
2022-01-11 15:00:00+00:00,41614.84,7.394e-05,7.394e-05,0.0,0.0,0.0,0.0,1.0
2022-01-11 16:00:00+00:00,41716.41,0.0001,7.394e-05,0.0,0.0,-0.0,0.0,1.0
2022-01-11 17:00:00+00:00,42684.18,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-11 18:00:00+00:00,42523.15,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-11 19:00:00+00:00,42730.32,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-11 20:00:00+00:00,42938.55,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-11 21:00:00+00:00,42774.08,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-11 22:00:00+00:00,42643.77,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-11 23:00:00+00:00,42685.05,0.0001,0.0001,0.0,0.0,0.0,0.0,1.0
2022-01-12 00:00:00+00:00,42700.69,-4.772e-05,0.0001,0.0,0.0,0.0,0.0,1.0
