date,symbol,signal,zscore,perp_ror,pnl_gross,pnl_net,cost,cum_gross,cum_net,position_flip,event_day,listing_trade_start,is_listing_censored,cum_net_event
2025-10-17 00:00:00+00:00,0G,-1.0,0.2727476764785516,-0.051593788312219,0.051593788312219,0.051593788312219,0.0,0.472636521386211,0.470636521386211,0,25,2025-09-22 00:00:00+00:00,False,0.4706365213862107
2025-10-18 00:00:00+00:00,0G,-1.0,-0.19279788924457,-0.018851664332651,0.018851664332651,0.018851664332651,0.0,0.4914881857188621,0.4894881857188621,0,26,2025-09-22 00:00:00+00:00,False,0.4894881857188617
2025-10-19 00:00:00+00:00,0G,1.0,0.3916914247336073,-0.007685551163812,-0.007685551163812,-0.008485551163812,0.0008,0.48380263455505,0.48100263455505,1,27,2025-09-22 00:00:00+00:00,False,0.4810026345550497
2025-10-20 00:00:00+00:00,0G,-1.0,-0.0900679326682817,0.0717526001327726,-0.0717526001327726,-0.0725526001327726,0.0008,0.4120500344222774,0.4084500344222773,1,28,2025-09-22 00:00:00+00:00,False,0.4084500344222771
2025-10-21 00:00:00+00:00,0G,1.0,-2.980001610927918,-0.03029990192536,-0.03029990192536,-0.03109990192536,0.0008,0.3817501324969173,0.3773501324969173,1,29,2025-09-22 00:00:00+00:00,False,0.3773501324969171
2025-10-22 00:00:00+00:00,0G,1.0,-0.8378117445018431,-0.0456190780368359,-0.0456190780368359,-0.0456190780368359,0.0,0.3361310544600814,0.3317310544600813,0,30,2025-09-22 00:00:00+00:00,False,0.3317310544600812
2025-10-23 00:00:00+00:00,0G,1.0,-2.41638618080584,-0.0274973506609402,-0.0274973506609402,-0.0274973506609402,0.0,0.3086337037991411,0.304233703799141,0,31,2025-09-22 00:00:00+00:00,False,0.304233703799141
2025-10-24 00:00:00+00:00,0G,1.0,0.0780160023491715,0.0097499426473961,0.0097499426473961,0.0097499426473961,0.0,0.3183836464465372,0.3139836464465372,0,32,2025-09-22 00:00:00+00:00,False,0.3139836464465371
2025-10-25 00:00:00+00:00,0G,-1.0,0.7468809947956209,-0.0040327161195046,0.0040327161195046,0.0032327161195046,0.0008,0.3224163625660419,0.3172163625660418,1,33,2025-09-22 00:00:00+00:00,False,0.3172163625660417
2025-10-26 00:00:00+00:00,0G,-1.0,0.0795559214699263,0.0025662959794696,-0.0025662959794696,-0.0025662959794696,0.0,0.3198500665865722,0.3146500665865721,0,34,2025-09-22 00:00:00+00:00,False,0.31465006658657213
2025-10-27 00:00:00+00:00,0G,-1.0,-1.4358091780119215,-0.0969852104664391,0.0969852104664391,0.0969852104664391,0.0,0.4168352770530114,0.4116352770530113,0,35,2025-09-22 00:00:00+00:00,False,0.4116352770530112
2025-10-28 00:00:00+00:00,0G,1.0,0.8701615964185889,-0.0153700787401575,-0.0153700787401575,-0.0161700787401575,0.0008,0.4014651983128539,0.3954651983128537,1,36,2025-09-22 00:00:00+00:00,False,0.3954651983128537
2025-10-29 00:00:00+00:00,0G,-1.0,0.3689226107807536,-0.0642953106007293,0.0642953106007293,0.0634953106007293,0.0008,0.4657605089135832,0.4589605089135831,1,37,2025-09-22 00:00:00+00:00,False,0.458960508913583
2025-10-30 00:00:00+00:00,0G,-1.0,0.5663834967502117,-0.204703951866539,0.204703951866539,0.204703951866539,0.0,0.6704644607801222,0.6636644607801221,0,38,2025-09-22 00:00:00+00:00,False,0.663664460780122
2025-10-31 00:00:00+00:00,0G,-1.0,0.6945240713421124,-0.0655949105914718,0.0655949105914718,0.0655949105914718,0.0,0.736059371371594,0.7292593713715939,0,39,2025-09-22 00:00:00+00:00,False,0.7292593713715938
2025-11-01 00:00:00+00:00,0G,-1.0,0.1733817112141202,-0.0183089520655074,0.0183089520655074,0.0183089520655074,0.0,0.7543683234371015,0.7475683234371013,0,40,2025-09-22 00:00:00+00:00,False,0.7475683234371012
2025-11-02 00:00:00+00:00,0G,-1.0,0.4051543122455322,-0.0862230552952202,0.0862230552952202,0.0862230552952202,0.0,0.8405913787323217,0.8337913787323216,0,41,2025-09-22 00:00:00+00:00,False,0.8337913787323215
2025-11-03 00:00:00+00:00,0G,-1.0,-2.9750586756242945,0.2474871794871793,-0.2474871794871793,-0.2474871794871793,0.0,0.5931041992451423,0.5863041992451422,0,42,2025-09-22 00:00:00+00:00,False,0.5863041992451421
2025-11-04 00:00:00+00:00,0G,1.0,-1.4890646216849648,-0.0532763298528323,-0.0532763298528323,-0.0540763298528323,0.0008,0.53982786939231,0.5322278693923098,1,43,2025-09-22 00:00:00+00:00,False,0.5322278693923098
2025-11-05 00:00:00+00:00,0G,1.0,-1.1071300043536936,-0.030134607034303,-0.030134607034303,-0.030134607034303,0.0,0.5096932623580069,0.5020932623580068,0,44,2025-09-22 00:00:00+00:00,False,0.5020932623580068
2025-11-06 00:00:00+00:00,0G,1.0,-0.0046477610052399,-0.0983166189111749,-0.0983166189111749,-0.0983166189111749,0.0,0.411376643446832,0.4037766434468318,0,45,2025-09-22 00:00:00+00:00,False,0.4037766434468319
2025-11-07 00:00:00+00:00,0G,1.0,-0.1167505625363247,0.0954319761668323,0.0954319761668323,0.0954319761668323,0.0,0.5068086196136643,0.4992086196136641,0,46,2025-09-22 00:00:00+00:00,False,0.4992086196136642
2025-11-08 00:00:00+00:00,0G,1.0,-2.8475085109546217,0.2988849605656787,0.2988849605656787,0.2988849605656787,0.0,0.805693580179343,0.7980935801793428,0,47,2025-09-22 00:00:00+00:00,False,0.798093580179343
2025-11-09 00:00:00+00:00,0G,1.0,-0.979044216381452,0.1570351758793968,0.1570351758793968,0.1570351758793968,0.0,0.96272875605874,0.9551287560587396,0,48,2025-09-22 00:00:00+00:00,False,0.9551287560587397
2025-11-10 00:00:00+00:00,0G,1.0,-0.5594255144555504,-0.091989383520328,-0.091989383520328,-0.091989383520328,0.0,0.8707393725384118,0.8631393725384117,0,49,2025-09-22 00:00:00+00:00,False,0.8631393725384117
2025-11-11 00:00:00+00:00,0G,1.0,0.6675846083873561,-0.1224340662990767,-0.1224340662990767,-0.1224340662990767,0.0,0.7483053062393351,0.740705306239335,0,50,2025-09-22 00:00:00+00:00,False,0.740705306239335
2025-11-12 00:00:00+00:00,0G,-1.0,-0.7642799148706843,0.0105980317940954,-0.0105980317940954,-0.0113980317940954,0.0008,0.7377072744452396,0.7293072744452395,1,51,2025-09-22 00:00:00+00:00,False,0.7293072744452396
2025-11-13 00:00:00+00:00,0G,1.0,0.8836507476411297,-0.0236704119850187,-0.0236704119850187,-0.0244704119850187,0.0008,0.7140368624602209,0.7048368624602207,1,52,2025-09-22 00:00:00+00:00,False,0.7048368624602209
2025-11-14 00:00:00+00:00,0G,-1.0,0.9656615269734684,-0.0679760626054931,0.0679760626054931,0.0671760626054931,0.0008,0.7820129250657141,0.7720129250657138,1,53,2025-09-22 00:00:00+00:00,False,0.772012925065714
2025-11-15 00:00:00+00:00,0G,-1.0,0.7545406747204727,0.1151629897925583,-0.1151629897925583,-0.1151629897925583,0.0,0.6668499352731557,0.6568499352731555,0,54,2025-09-22 00:00:00+00:00,False,0.6568499352731557
2025-11-16 00:00:00+00:00,0G,-1.0,0.4521364090338346,-0.0854063630324056,0.0854063630324056,0.0854063630324056,0.0,0.7522562983055614,0.7422562983055612,0,55,2025-09-22 00:00:00+00:00,False,0.7422562983055613
2025-11-17 00:00:00+00:00,0G,-1.0,0.5166066864037796,-0.0397901533494754,0.0397901533494754,0.0397901533494754,0.0,0.7920464516550368,0.7820464516550366,0,56,2025-09-22 00:00:00+00:00,False,0.7820464516550367
2025-11-18 00:00:00+00:00,0G,-1.0,0.7210231681645124,0.045221484407834,-0.045221484407834,-0.045221484407834,0.0,0.7468249672472028,0.7368249672472026,0,57,2025-09-22 00:00:00+00:00,False,0.7368249672472027
2025-11-19 00:00:00+00:00,0G,-1.0,0.8713665249489921,-0.0579815038198633,0.0579815038198633,0.0579815038198633,0.0,0.8048064710670662,0.7948064710670659,0,58,2025-09-22 00:00:00+00:00,False,0.794806471067066
2025-11-20 00:00:00+00:00,0G,-1.0,0.801073404585517,-0.0582209322178589,0.0582209322178589,0.0582209322178589,0.0,0.8630274032849251,0.8530274032849249,0,59,2025-09-22 00:00:00+00:00,False,0.8530274032849249
2024-12-31 00:00:00+00:00,1000CAT,-1.0,-0.46306411083194,-0.0239862935465448,0.0239862935465448,0.0235862935465448,0.0004,0.0239862935465448,0.0235862935465448,1,14,2024-12-17 00:00:00+00:00,False,0.0235862935465448
2025-01-01 00:00:00+00:00,1000CAT,1.0,0.8546986873385745,-0.0169689877121124,-0.0169689877121124,-0.0177689877121124,0.0008,0.0070173058344323,0.0058173058344323,1,15,2024-12-17 00:00:00+00:00,False,0.0058173058344324
2025-01-02 00:00:00+00:00,1000CAT,-1.0,1.3643751205629913,0.0297619047619048,-0.0297619047619048,-0.0305619047619048,0.0008,-0.0227445989274724,-0.0247445989274724,1,16,2024-12-17 00:00:00+00:00,False,-0.0247445989274724
2025-01-03 00:00:00+00:00,1000CAT,-1.0,0.0114582221678802,0.0832369942196531,-0.0832369942196531,-0.0832369942196531,0.0,-0.1059815931471256,-0.1079815931471256,0,17,2024-12-17 00:00:00+00:00,False,-0.10798159314712549
2025-01-04 00:00:00+00:00,1000CAT,-1.0,1.6531440035871836,-0.0242796157950907,0.0242796157950907,0.0242796157950907,0.0,-0.0817019773520348,-0.0837019773520348,0,18,2024-12-17 00:00:00+00:00,False,-0.0837019773520348
2025-01-05 00:00:00+00:00,1000CAT,-1.0,0.4857319959675571,-0.0224227508887066,0.0224227508887066,0.0224227508887066,0.0,-0.0592792264633282,-0.0612792264633282,0,19,2024-12-17 00:00:00+00:00,False,-0.061279226463328194
2025-01-06 00:00:00+00:00,1000CAT,-1.0,0.4782197640304093,0.0053146853146854,-0.0053146853146854,-0.0053146853146854,0.0,-0.0645939117780137,-0.0665939117780137,0,20,2024-12-17 00:00:00+00:00,False,-0.06659391177801359
2025-01-07 00:00:00+00:00,1000CAT,-1.0,-1.3035377902324996,-0.1524763494713411,0.1524763494713411,0.1524763494713411,0.0,0.0878824376933273,0.0858824376933273,0,21,2024-12-17 00:00:00+00:00,False,0.0858824376933275
2025-01-08 00:00:00+00:00,1000CAT,1.0,0.0160230657904519,-0.0925804333552199,-0.0925804333552199,-0.0933804333552199,0.0008,-0.0046979956618925,-0.0074979956618925,1,22,2024-12-17 00:00:00+00:00,False,-0.007497995661892395
2025-01-09 00:00:00+00:00,1000CAT,-1.0,0.0160230657904519,-0.0517366136034732,0.0517366136034732,0.0509366136034732,0.0008,0.0470386179415807,0.0434386179415807,1,23,2024-12-17 00:00:00+00:00,False,0.043438617941580805
2025-01-10 00:00:00+00:00,1000CAT,-1.0,-0.7396510621036886,0.0217474246470812,-0.0217474246470812,-0.0217474246470812,0.0,0.0252911932944994,0.0216911932944994,0,24,2024-12-17 00:00:00+00:00,False,0.021691193294499606
2025-01-11 00:00:00+00:00,1000CAT,1.0,-0.787841512464841,-0.0026138909634055,-0.0026138909634055,-0.0034138909634055,0.0008,0.0226773023310938,0.0182773023310938,1,25,2024-12-17 00:00:00+00:00,False,0.018277302331094106
2025-01-12 00:00:00+00:00,1000CAT,1.0,-0.9910766601603588,-0.0149756645451142,-0.0149756645451142,-0.0149756645451142,0.0,0.0077016377859796,0.0033016377859796,0,26,2024-12-17 00:00:00+00:00,False,0.003301637785979906
2025-01-13 00:00:00+00:00,1000CAT,1.0,-0.8881296730303235,-0.031546940326872,-0.031546940326872,-0.031546940326872,0.0,-0.0238453025408923,-0.0282453025408923,0,27,2024-12-17 00:00:00+00:00,False,-0.02824530254089209
2025-01-14 00:00:00+00:00,1000CAT,1.0,-0.8309244198810154,0.0372841444270015,0.0372841444270015,0.0372841444270015,0.0,0.0134388418861092,0.0090388418861092,0,28,2024-12-17 00:00:00+00:00,False,0.00903884188610941
2025-01-15 00:00:00+00:00,1000CAT,1.0,-1.328350570803143,0.087400681044268,0.087400681044268,0.087400681044268,0.0,0.1008395229303772,0.0964395229303772,0,29,2024-12-17 00:00:00+00:00,False,0.09643952293037741
2025-01-16 00:00:00+00:00,1000CAT,1.0,1.7309443831355045,-0.0584551148225469,-0.0584551148225469,-0.0584551148225469,0.0,0.0423844081078302,0.0379844081078302,0,30,2024-12-17 00:00:00+00:00,False,0.03798440810783051
2025-01-17 00:00:00+00:00,1000CAT,-1.0,0.1704128144065372,0.0872135994087213,-0.0872135994087213,-0.0880135994087213,0.0008,-0.044829191300891,-0.050029191300891,1,31,2024-12-17 00:00:00+00:00,False,-0.05002919130089079
2025-01-18 00:00:00+00:00,1000CAT,-1.0,1.183151038467274,-0.1220258327668253,0.1220258327668253,0.1220258327668253,0.0,0.0771966414659343,0.0719966414659343,0,32,2024-12-17 00:00:00+00:00,False,0.07199664146593451
2025-01-19 00:00:00+00:00,1000CAT,-1.0,0.3227042322494662,-0.1494386372435152,0.1494386372435152,0.1494386372435152,0.0,0.2266352787094495,0.2214352787094495,0,33,2024-12-17 00:00:00+00:00,False,0.2214352787094497
2025-01-20 00:00:00+00:00,1000CAT,-1.0,0.3855739896458677,-0.1005917159763313,0.1005917159763313,0.1005917159763313,0.0,0.3272269946857808,0.3220269946857809,0,34,2024-12-17 00:00:00+00:00,False,0.322026994685781
2025-01-21 00:00:00+00:00,1000CAT,-1.0,0.285674615005555,0.0809716599190284,-0.0809716599190284,-0.0809716599190284,0.0,0.2462553347667524,0.2410553347667524,0,35,2024-12-17 00:00:00+00:00,False,0.24105533476675262
2025-01-22 00:00:00+00:00,1000CAT,-1.0,1.358720901949458,0.0004681647940074,-0.0004681647940074,-0.0004681647940074,0.0,0.2457871699727449,0.2405871699727449,0,36,2024-12-17 00:00:00+00:00,False,0.2405871699727452
2025-01-23 00:00:00+00:00,1000CAT,-1.0,2.0551732399591853,-0.0739354234908751,0.0739354234908751,0.0739354234908751,0.0,0.3197225934636201,0.3145225934636201,0,37,2024-12-17 00:00:00+00:00,False,0.3145225934636203
2025-01-24 00:00:00+00:00,1000CAT,-1.0,-0.057543848231236,-0.0843860535624051,0.0843860535624051,0.0843860535624051,0.0,0.4041086470260252,0.3989086470260252,0,38,2024-12-17 00:00:00+00:00,False,0.3989086470260254
2025-01-25 00:00:00+00:00,1000CAT,1.0,0.9589774081346282,-0.0121412803532009,-0.0121412803532009,-0.0129412803532009,0.0008,0.3919673666728243,0.3859673666728243,1,39,2024-12-17 00:00:00+00:00,False,0.3859673666728245
2025-01-26 00:00:00+00:00,1000CAT,-1.0,-0.2603920818240962,-0.012290502793296,0.012290502793296,0.011490502793296,0.0008,0.4042578694661203,0.3974578694661203,1,40,2024-12-17 00:00:00+00:00,False,0.3974578694661205
2025-01-27 00:00:00+00:00,1000CAT,1.0,0.9089055269436356,-0.0712669683257919,-0.0712669683257919,-0.0720669683257919,0.0008,0.3329909011403283,0.3253909011403283,1,41,2024-12-17 00:00:00+00:00,False,0.32539090114032865
2025-01-28 00:00:00+00:00,1000CAT,-1.0,-0.508843060254755,-0.1565164433617539,0.1565164433617539,0.1557164433617539,0.0008,0.4895073445020823,0.4811073445020822,1,42,2024-12-17 00:00:00+00:00,False,0.4811073445020825
2025-01-29 00:00:00+00:00,1000CAT,1.0,-0.7673024354443355,0.0880866425992781,0.0880866425992781,0.0872866425992781,0.0008,0.5775939871013605,0.5683939871013604,1,43,2024-12-17 00:00:00+00:00,False,0.5683939871013606
2025-01-30 00:00:00+00:00,1000CAT,1.0,-0.6564358829850776,0.0583941605839415,0.0583941605839415,0.0583941605839415,0.0,0.635988147685302,0.6267881476853019,0,44,2024-12-17 00:00:00+00:00,False,0.6267881476853021
2025-01-31 00:00:00+00:00,1000CAT,1.0,-0.6564358829850776,0.0137931034482758,0.0137931034482758,0.0137931034482758,0.0,0.6497812511335779,0.6405812511335778,0,45,2024-12-17 00:00:00+00:00,False,0.6405812511335779
2025-02-01 00:00:00+00:00,1000CAT,1.0,-2.8436846374258047,-0.196660482374768,-0.196660482374768,-0.196660482374768,0.0,0.4531207687588098,0.4439207687588097,0,46,2024-12-17 00:00:00+00:00,False,0.4439207687588099
2025-02-02 00:00:00+00:00,1000CAT,1.0,-2.256646872226814,-0.1116243264049268,-0.1116243264049268,-0.1116243264049268,0.0,0.341496442353883,0.3322964423538829,0,47,2024-12-17 00:00:00+00:00,False,0.3322964423538831
2025-02-03 00:00:00+00:00,1000CAT,1.0,-0.9582998944572064,0.0190641247833622,0.0190641247833622,0.0190641247833622,0.0,0.3605605671372452,0.3513605671372451,0,48,2024-12-17 00:00:00+00:00,False,0.35136056713724534
2025-02-04 00:00:00+00:00,1000CAT,1.0,-0.9119768240446892,-0.0595238095238094,-0.0595238095238094,-0.0595238095238094,0.0,0.3010367576134358,0.2918367576134357,0,49,2024-12-17 00:00:00+00:00,False,0.2918367576134359
2025-02-05 00:00:00+00:00,1000CAT,1.0,-0.8272641026813572,-0.0361663652802893,-0.0361663652802893,-0.0361663652802893,0.0,0.2648703923331464,0.2556703923331463,0,50,2024-12-17 00:00:00+00:00,False,0.25567039233314665
2025-02-06 00:00:00+00:00,1000CAT,1.0,-0.8400643890973316,-0.096622889305816,-0.096622889305816,-0.096622889305816,0.0,0.1682475030273303,0.1590475030273302,0,51,2024-12-17 00:00:00+00:00,False,0.15904750302733062
2025-02-07 00:00:00+00:00,1000CAT,1.0,-0.7431976274686822,-0.0083073727933541,-0.0083073727933541,-0.0083073727933541,0.0,0.1599401302339762,0.1507401302339761,0,52,2024-12-17 00:00:00+00:00,False,0.15074013023397653
2025-02-08 00:00:00+00:00,1000CAT,1.0,-0.4165072245713139,0.1884816753926703,0.1884816753926703,0.1884816753926703,0.0,0.3484218056266466,0.3392218056266465,0,53,2024-12-17 00:00:00+00:00,False,0.33922180562664683
2025-02-09 00:00:00+00:00,1000CAT,1.0,0.8628669233588927,-0.0325991189427313,-0.0325991189427313,-0.0325991189427313,0.0,0.3158226866839152,0.3066226866839151,0,54,2024-12-17 00:00:00+00:00,False,0.3066226866839155
2025-02-10 00:00:00+00:00,1000CAT,-1.0,1.024123882693594,0.0628415300546447,-0.0628415300546447,-0.0636415300546447,0.0008,0.2529811566292704,0.2429811566292703,1,55,2024-12-17 00:00:00+00:00,False,0.24298115662927083
2025-02-11 00:00:00+00:00,1000CAT,-1.0,-0.2680108731738787,-0.0025706940874036,0.0025706940874036,0.0025706940874036,0.0,0.2555518507166741,0.2455518507166739,0,56,2024-12-17 00:00:00+00:00,False,0.24555185071667443
2025-02-12 00:00:00+00:00,1000CAT,1.0,0.1990735251650851,0.359106529209622,0.359106529209622,0.358306529209622,0.0008,0.6146583799262961,0.603858379926296,1,57,2024-12-17 00:00:00+00:00,False,0.6038583799262964
2025-02-13 00:00:00+00:00,1000CAT,-1.0,-1.222912673074257,-0.1763590391908976,0.1763590391908976,0.1755590391908977,0.0008,0.7910174191171938,0.7794174191171936,1,58,2024-12-17 00:00:00+00:00,False,0.7794174191171941
2025-02-14 00:00:00+00:00,1000CAT,1.0,2.3097592635753488,0.0368380660015348,0.0368380660015348,0.0360380660015348,0.0008,0.8278554851187286,0.8154554851187285,1,59,2024-12-17 00:00:00+00:00,False,0.8154554851187289
2025-02-23 00:00:00+00:00,1000CHEEMS,-1.0,1.6367992323276102,-0.0544940534217197,0.0544940534217197,0.0540940534217197,0.0004,0.0544940534217197,0.0540940534217197,1,14,2025-02-09 00:00:00+00:00,False,0.0540940534217197
2025-02-24 00:00:00+00:00,1000CHEEMS,-1.0,-1.4803273153599024,-0.10619651510465,0.10619651510465,0.10619651510465,0.0,0.1606905685263697,0.1602905685263697,0,15,2025-02-09 00:00:00+00:00,False,0.1602905685263697
2025-02-25 00:00:00+00:00,1000CHEEMS,1.0,1.2089504761903014,0.0436036451724535,0.0436036451724535,0.0428036451724535,0.0008,0.2042942136988232,0.2030942136988232,1,16,2025-02-09 00:00:00+00:00,False,0.2030942136988232
2025-02-26 00:00:00+00:00,1000CHEEMS,-1.0,0.0470263864127028,0.0090637780479716,-0.0090637780479716,-0.0098637780479716,0.0008,0.1952304356508516,0.1932304356508516,1,17,2025-02-09 00:00:00+00:00,False,0.1932304356508516
2025-02-27 00:00:00+00:00,1000CHEEMS,-1.0,-0.0702751449965261,-0.1238908971409792,0.1238908971409792,0.1238908971409792,0.0,0.3191213327918308,0.3171213327918308,0,18,2025-02-09 00:00:00+00:00,False,0.3171213327918308
2025-02-28 00:00:00+00:00,1000CHEEMS,1.0,0.1506659844167412,0.0426356589147287,0.0426356589147287,0.0418356589147287,0.0008,0.3617569917065596,0.3589569917065596,1,19,2025-02-09 00:00:00+00:00,False,0.3589569917065595
2025-03-01 00:00:00+00:00,1000CHEEMS,-1.0,0.0513676887619569,-0.0289003477635209,0.0289003477635209,0.0281003477635209,0.0008,0.3906573394700805,0.3870573394700805,1,20,2025-02-09 00:00:00+00:00,False,0.38705733947008036
2025-03-02 00:00:00+00:00,1000CHEEMS,-1.0,1.3066279388567317,0.0738453939244259,-0.0738453939244259,-0.0738453939244259,0.0,0.3168119455456546,0.3132119455456545,0,21,2025-02-09 00:00:00+00:00,False,0.31321194554565446
2025-03-03 00:00:00+00:00,1000CHEEMS,-1.0,1.0847256958426983,-0.1105105795768169,0.1105105795768169,0.1105105795768169,0.0,0.4273225251224716,0.4237225251224715,0,22,2025-02-09 00:00:00+00:00,False,0.4237225251224714
2025-03-04 00:00:00+00:00,1000CHEEMS,-1.0,-1.1943572012445098,0.069295410471881,-0.069295410471881,-0.069295410471881,0.0,0.3580271146505905,0.3544271146505905,0,23,2025-02-09 00:00:00+00:00,False,0.3544271146505904
2025-03-05 00:00:00+00:00,1000CHEEMS,1.0,-1.1608547501672324,0.0131785757465845,0.0131785757465845,0.0123785757465845,0.0008,0.3712056903971751,0.366805690397175,1,24,2025-02-09 00:00:00+00:00,False,0.36680569039717487
2025-03-06 00:00:00+00:00,1000CHEEMS,1.0,1.6071434056214775,0.0418854415274463,0.0418854415274463,0.0418854415274463,0.0,0.4130911319246214,0.4086911319246213,0,25,2025-02-09 00:00:00+00:00,False,0.4086911319246212
2025-03-07 00:00:00+00:00,1000CHEEMS,-1.0,1.2777986493494808,0.0755927156110412,-0.0755927156110412,-0.0763927156110411,0.0008,0.3374984163135802,0.3322984163135801,1,26,2025-02-09 00:00:00+00:00,False,0.3322984163135801
2025-03-08 00:00:00+00:00,1000CHEEMS,-1.0,-0.4487954716279123,-0.0195932275583005,0.0195932275583005,0.0195932275583005,0.0,0.3570916438718807,0.3518916438718806,0,27,2025-02-09 00:00:00+00:00,False,0.3518916438718806
2025-03-09 00:00:00+00:00,1000CHEEMS,1.0,-1.0488716496611326,-0.0093407190181383,-0.0093407190181383,-0.0101407190181383,0.0008,0.3477509248537423,0.3417509248537422,1,28,2025-02-09 00:00:00+00:00,False,0.34175092485374226
2025-03-10 00:00:00+00:00,1000CHEEMS,1.0,-0.2806366700279344,-0.0233527025545444,-0.0233527025545444,-0.0233527025545444,0.0,0.3243982222991979,0.3183982222991978,0,29,2025-02-09 00:00:00+00:00,False,0.3183982222991979
2025-03-11 00:00:00+00:00,1000CHEEMS,1.0,1.0455474569758965,0.0583744948361024,0.0583744948361024,0.0583744948361024,0.0,0.3827727171353003,0.3767727171353002,0,30,2025-02-09 00:00:00+00:00,False,0.37677271713530025
2025-03-12 00:00:00+00:00,1000CHEEMS,-1.0,-0.1422469040919141,-0.0274713619007213,0.0274713619007213,0.0266713619007213,0.0008,0.4102440790360216,0.4034440790360215,1,31,2025-02-09 00:00:00+00:00,False,0.4034440790360216
2025-03-13 00:00:00+00:00,1000CHEEMS,1.0,-1.0559089491587708,0.0503871741738466,0.0503871741738466,0.0495871741738466,0.0008,0.4606312532098683,0.4530312532098681,1,32,2025-02-09 00:00:00+00:00,False,0.4530312532098682
2025-03-14 00:00:00+00:00,1000CHEEMS,1.0,-0.5413297955196504,-0.0296957740629218,-0.0296957740629218,-0.0296957740629218,0.0,0.4309354791469464,0.4233354791469462,0,33,2025-02-09 00:00:00+00:00,False,0.42333547914694636
2025-03-15 00:00:00+00:00,1000CHEEMS,1.0,-1.0740722688545594,0.0731942215088281,0.0731942215088281,0.0731942215088281,0.0,0.5041297006557746,0.4965297006557744,0,34,2025-02-09 00:00:00+00:00,False,0.4965297006557745
2025-03-16 00:00:00+00:00,1000CHEEMS,1.0,-0.326653425628115,-0.0073786020540431,-0.0073786020540431,-0.0073786020540431,0.0,0.4967510986017314,0.4891510986017312,0,35,2025-02-09 00:00:00+00:00,False,0.4891510986017314
2025-03-17 00:00:00+00:00,1000CHEEMS,1.0,0.0628534091658577,0.3166248116524357,0.3166248116524357,0.3166248116524357,0.0,0.8133759102541671,0.805775910254167,0,36,2025-02-09 00:00:00+00:00,False,0.8057759102541671
2025-03-18 00:00:00+00:00,1000CHEEMS,-1.0,-0.2498322816714165,0.053177691309987,-0.053177691309987,-0.053977691309987,0.0008,0.76019821894418,0.7517982189441799,1,37,2025-02-09 00:00:00+00:00,False,0.7517982189441801
