symbol,window,is_listing_censored,obs,mean_pnl,std_pnl,return_net,sharpe_net,full_30_obs
NIL,60-89,False,30,0.004520111550956785,0.060393060575326896,0.13560334652870354,1.4299094813924818,True
NIL,90-119,False,30,0.005457458634721516,0.04249637178630019,0.1637237590416455,2.453494179264121,True
NIL,120-149,False,30,-0.003312305059593077,0.04533552816077434,-0.09936915178779232,-1.39584784553544,True
NIL,150-179,False,30,0.00467026181020641,0.04109134732379155,0.1401078543061923,2.171387224152285,True
NMR,14-29,False,16,-0.0026612503801476876,0.023809812441854594,-0.042580006082363,,False
NMR,30-59,False,30,0.0060680150962894325,0.03065966185615738,0.18204045288868298,3.781165825677503,True
NMR,60-89,False,30,0.015789032070780227,0.1517807487695965,0.47367096212340676,1.9873998290926609,True
NMR,90-119,False,30,0.0034154608256923994,0.032636720296520136,0.10246382477077198,1.9993518607478633,True
NMR,120-149,False,30,0.002771575909185853,0.02766395712366478,0.0831472772755756,1.9140748071398879,True
NMR,150-179,False,30,0.0009947899309691267,0.039476597779509515,0.029843697929073803,0.48143548366610495,True
NOM,14-29,False,16,0.0031647155330697258,0.0690301571601573,0.05063544852911561,,False
NOM,30-59,False,30,0.013172736785338353,0.04676586009657102,0.3951821035601506,5.3813782618242705,True
NOM,60-89,False,30,-0.0055705965708045995,0.05303484445993515,-0.167117897124138,-2.0067202823951136,True
NOM,90-119,False,30,0.020880118111205596,0.1418490195156644,0.6264035433361679,2.812244298606633,True
NOM,120-149,False,30,-0.008953608882766228,0.07434247711536374,-0.26860826648298686,-2.3009518132567806,True
NOM,150-179,False,23,0.006932130541719422,0.039169014153757585,0.1594390024595467,3.38119738020706,False
NOT,14-29,False,16,-0.04554948609629926,0.16595849617067296,-0.7287917775407882,,False
NOT,30-59,False,30,0.011062520972695616,0.08523524597990872,0.3318756291808685,2.4795982459648815,True
NOT,60-89,False,30,-0.0167750235706158,0.08431151498971097,-0.5032507071184741,-3.801217133366052,True
NOT,90-119,False,30,0.009246830053890764,0.04842561157873866,0.27740490161672293,3.6480786585812006,True
NOT,120-149,False,30,-0.0111121456275243,0.0532614173489734,-0.333364368825729,-3.985948078220956,True
NOT,150-179,False,30,0.006482112000778204,0.06492882583594464,0.1944633600233461,1.9073281288369042,True
NTRN,14-29,False,16,-0.028884902529765413,0.10706704529878072,-0.4621584404762466,,False
NTRN,30-59,False,30,0.026033179125727567,0.11128684723903509,0.780995373771827,4.469200100320904,True
NTRN,60-89,False,30,-0.001695310746066789,0.0399691179622349,-0.05085932238200367,-0.810347287541421,True
NTRN,90-119,False,30,0.003470493682603253,0.07507413120308898,0.10411481047809759,0.8831762372206751,True
NTRN,120-149,False,30,-0.004772036008168204,0.050700314915668565,-0.14316108024504612,-1.79820618620715,True
NTRN,150-179,False,30,0.014685036836807856,0.06124747255762034,0.4405511051042357,4.580715303320386,True
NXPC,14-29,False,16,0.0159172445888667,0.09291253733987463,0.2546759134218672,,False
NXPC,30-59,False,30,-0.005593448132791267,0.04207231892971747,-0.167803443983738,-2.539975909307248,True
NXPC,60-89,False,30,-0.012497272975504762,0.033848351040106354,-0.37491818926514286,-7.053816733023545,True
NXPC,90-119,False,30,0.0040342560353995634,0.036259872544470495,0.12102768106198691,2.1256101559932157,True
NXPC,120-149,False,30,0.007852910197306114,0.06998235339697699,0.2355873059191834,2.1438209974245837,True
NXPC,150-179,False,30,-0.00775941201003889,0.05050207610829079,-0.2327823603011667,-2.9353913685477475,True
OG,14-29,False,16,0.003811940099759374,0.07360903460953948,0.060991041596149986,,False
OG,30-59,False,30,-0.0028292449086213737,0.03050973881327537,-0.08487734725864121,-1.7716522718937142,True
OG,60-89,False,30,-0.00439481750478191,0.08587305031007117,-0.13184452514345732,-0.9777557712541437,True
OG,90-119,False,30,-0.01971657294790662,0.06121700367265148,-0.5914971884371986,-6.153267469246537,True
OG,120-149,False,30,0.012529242143494872,0.09830933413115717,0.37587726430484614,2.43487393302318,True
