symbol,ret_m1_14_29,ret_m2_30_59,cum_m2_end_14_59,is_listing_censored
FORM,0.14889766219493128,-0.0884746379649207,0.06042302423001059,False
FORTH,0.051551352102968614,-0.037587846187850674,0.013963505915117923,False
FUN,0.1939722897577259,0.0532377873376853,0.2472100770954112,False
G,-0.020966912889403794,0.029732794908317893,0.008765882018914102,False
GALA,0.0659553047020318,0.004488367624306877,0.07044367232633869,False
GAS,-0.1726600965842848,-0.1904633860906462,-0.363123482674931,False
GIGGLE,0.30990975363128515,0.15049614285931828,0.4604058964906035,False
GLM,-0.013410447637032072,-0.2369024924981582,-0.2503129401351903,False
GMT,-1.0100781218655375,0.4744654736097198,-0.5356126482558177,False
GMX,-0.10518659866778843,0.032693857096257314,-0.0724927415715311,False
GPS,0.1272851527644718,-0.14673297564568555,-0.019447822881213748,False
GRT,0.8496942992029951,0.014609988877623027,0.864304288080618,True
GTC,0.48159723930509285,0.2662735181001744,0.7478707574052673,False
GUN,-0.17274201940181094,0.3995095580963699,0.22676753869455896,False
HAEDAL,0.0841754179856275,-0.8505597741584129,-0.7663843561727854,False
HBAR,-0.29721085251175167,-0.12441770016483322,-0.42162855267658483,False
HEI,0.3861145968213441,-0.07485478546661313,0.311259811354731,False
HEMI,-0.6779609733422726,0.06553880606699367,-0.6124221672752789,False
HFT,-0.1649206381159783,0.2028999743753962,0.03797933625941791,False
HIGH,-0.05575745813540621,-0.1198788233478379,-0.17563628148324412,False
HIVE,0.33767231974034456,-0.5022245769539507,-0.1645522572136062,False
HMSTR,-0.14453168445286269,-0.9614852801205788,-1.1060169645734415,False
HOLO,0.12166492088786132,0.4320304747265516,0.5536953956144129,False
HOME,0.004603005347857014,0.0025819379026445904,0.007184943250501605,False
HOOK,0.1552788813862962,-0.3845835210540706,-0.22930463966777437,False
HOT,-0.03530547919783991,-0.4906235466976315,-0.5259290258954714,False
HUMA,0.19272413605408367,-0.31826466019608335,-0.12554052414199968,False
HYPER,0.1686123254813493,-0.1510957526896838,0.017516572791665488,False
ICP,-0.05189847368043411,-0.04712868080191782,-0.09902715448235191,False
ICX,-0.08829166619250149,-0.7256960353304356,-0.8139877015229371,True
ID,0.04509219044706231,0.39520136707049747,0.44029355751755983,False
ILV,0.1497630084076603,-0.054082999267934084,0.09568000913972619,False
IMX,-0.11088501136762248,-0.5213977741250337,-0.6322827854926562,False
INIT,-0.628112949618115,0.4784609250939787,-0.14965202452413628,False
INJ,0.10427821926575459,0.7048535800195112,0.8091317992852657,False
IO,0.06710377591826648,0.04766318180205267,0.11476695772031911,False
IOST,0.7007692981751626,0.15417019268868856,0.8549394908638512,True
IOTA,-0.2469919343151468,0.05001958771779326,-0.19697234659735355,True
IOTX,0.5261425409365796,0.05150972348600049,0.57765226442258,False
JASMY,-0.2782995909573921,0.04159814331601903,-0.23670144764137308,False
JOE,0.07987326236766856,0.2223847326991719,0.3022579950668405,False
JST,0.206615203270749,-0.032674692098554295,0.17394051117219472,False
JTO,0.3498892618865564,-0.40278827742550366,-0.05289901553894721,False
JUP,-0.1102824351726393,0.6128540469974353,0.5025716118247959,False
KAIA,0.4787736220989409,0.02169116753887239,0.5004647896378133,False
KAITO,-0.005243562080174999,-0.03959043066798509,-0.04483399274816009,False
KAVA,-0.20594539780239057,0.2345006317397898,0.028555233937399185,True
KERNEL,0.03078791583630411,0.11468910937038289,0.14547702520668698,False
KITE,-0.22153133143581308,-0.2697592020770767,-0.49129053351288976,False
KMNO,0.023508871636367466,-0.14801494827807699,-0.12450607664170954,False
KNC,0.3925727748147469,0.4274672626911872,0.8200400375059341,True
KSM,0.6268027757664613,1.2445982177459654,1.8714009935124265,True
LA,0.0432388097524946,0.3543936310549034,0.397632440807398,False
LAYER,-0.08138596839463302,0.6958724149858443,0.6144864465912112,False
LDO,0.2920182484622153,0.25395579618425657,0.5459740446464719,False
LINEA,0.0828839097270843,-0.2292685916729813,-0.146384681945897,False
LINK,0.030970419585197174,-0.317191554306059,-0.2862211347208618,True
LISTA,0.3470648322301871,0.25514091575467057,0.6022057479848577,False
LPT,-0.8767155543196252,0.1487167531855588,-0.7279988011340663,False
LQTY,0.047302377505221406,-0.18616210155952878,-0.13885972405430738,False
LRC,-0.24397854223487803,-0.12467318058266569,-0.3686517228175437,True
LSK,-0.0511116613167316,-0.6339406855973297,-0.6850523469140614,False
LTC,0.032077390938233794,-0.29871097700330007,-0.26663358606506626,True
LUMIA,0.0821354218908187,-0.2488690764162758,-0.1667336545254571,False
MAGIC,0.7632594670557393,-0.23763855628139902,0.5256209107743404,False
MANA,0.4128186635998649,-0.07240399255059522,0.3404146710492697,False
MANTA,0.22959418047854058,0.2657870459949625,0.4953812264735031,False
MASK,0.24635711240555003,0.5586333831376094,0.8049904955431594,False
MAV,0.06599349366150571,0.1724302824408937,0.2384237761023994,False
MBOX,0.015688447558356793,0.0047605857216432125,0.02044903328000001,False
ME,-0.37965440164483494,-0.3032167616216933,-0.6828711632665282,False
MEME,0.4406163767283008,-0.48768652257296763,-0.04707014584466683,False
MET,-0.1203573568578617,-0.22168169266118398,-0.3420390495190457,False
METIS,-0.3881351174151186,-0.3214980029310896,-0.7096331203462082,False
MINA,0.0415734824016467,0.0880693021012181,0.1296427845028648,False
MIRA,0.1814911155689186,-0.046992489592312975,0.1344986259766056,False
MITO,-0.4141971531483655,0.575494303328727,0.16129715018036148,False
MLN,0.023465034562475798,-0.3448044272202358,-0.32133939265776,False
MMT,0.1469158971284494,0.25012938082516756,0.397045277953617,False
MORPHO,0.009806071400437391,0.5291557742768326,0.53896184567727,False
MOVE,-0.1444273443815214,0.0866384482831721,-0.05778889609834933,False
MOVR,0.3825388286127497,0.020146831790952474,0.4026856604037022,False
MTL,0.10985412372706903,0.6387073154562141,0.7485614391832831,False
MUBARAK,-0.03435424779418389,1.6617195486338396,1.6273653008396556,False
NEAR,0.1164513226973462,-0.3646403481595612,-0.248189025462215,True
NEIRO,0.06302373806483821,0.7033604420202356,0.7663841800850738,False
NEO,0.2944988215941552,-0.12258927501124353,0.1719095465829116,True
NEWT,-0.1376829668016108,0.34204675585159017,0.2043637890499794,False
NFP,0.277145733981784,-0.07796957004772889,0.19917616393405513,False
NIL,0.709131360678225,0.71364549440067,1.422776855078895,False
NMR,-0.042580006082363,0.18204045288868298,0.13946044680632,False
NOM,0.05063544852911561,0.3951821035601506,0.4458175520892662,False
NOT,-0.7287917775407882,0.3318756291808685,-0.39691614835991973,False
NTRN,-0.4621584404762466,0.780995373771827,0.3188369332955804,False
NXPC,0.2546759134218672,-0.167803443983738,0.08687246943812918,False
OG,0.060991041596149986,-0.08487734725864121,-0.023886305662491218,False
OGN,0.060279091427283,0.547199291450188,0.607478382877471,False
ONDO,-0.010231399493217025,-0.039273451986389304,-0.04950485147960633,False
