signal_date,value,cum,dd,variant
2026-03-03,-709.6544937907433,-879.1589080464308,-709.6544937907433,rank2_skip_FRneg_OIup_demean_0.5pct
2026-03-04,-1521.1795928071203,-2400.338500853551,-2230.8340865978635,rank2_skip_FRneg_OIup_demean_0.5pct
2026-03-05,1310.1642968860508,-1090.1742039675003,-920.6697897118128,rank2_skip_FRneg_OIup_demean_0.5pct
2026-03-06,-319.02709512791694,-1409.2012990954172,-1239.6968848397296,rank2_skip_FRneg_OIup_demean_0.5pct
2026-03-07,-494.46702188872723,-1903.6683209841444,-1734.1639067284568,rank2_skip_FRneg_OIup_demean_0.5pct
2026-03-08,-379.14288272840895,-2282.8112037125534,-2113.3067894568658,rank2_skip_FRneg_OIup_demean_0.5pct
2026-03-09,-613.1942274044799,-2896.0054311170334,-2726.5010168613458,rank2_skip_FRneg_OIup_demean_0.5pct
2026-03-10,103.76631623891075,-2792.2391148781226,-2622.734700622435,rank2_skip_FRneg_OIup_demean_0.5pct
2026-03-11,-1655.2550258064523,-4447.494140684575,-4277.9897264288875,rank2_skip_FRneg_OIup_demean_0.5pct
2026-03-12,1155.4992274974097,-3291.994913187165,-3122.4904989314773,rank2_skip_FRneg_OIup_demean_0.5pct
2026-03-13,238.90243902439045,-3053.0924741627746,-2883.588059907087,rank2_skip_FRneg_OIup_demean_0.5pct
2026-03-14,237.0746492942663,-2816.0178248685083,-2646.5134106128207,rank2_skip_FRneg_OIup_demean_0.5pct
2026-03-15,-341.2071767013481,-3157.2250015698564,-2987.720587314169,rank2_skip_FRneg_OIup_demean_0.5pct
2026-03-16,141.5935318360261,-3015.6314697338303,-2846.1270554781427,rank2_skip_FRneg_OIup_demean_0.5pct
2026-03-17,1207.1466868434275,-1808.4847828904028,-1638.9803686347154,rank2_skip_FRneg_OIup_demean_0.5pct
2026-03-18,246.7692060916277,-1561.7155767987751,-1392.2111625430875,rank2_skip_FRneg_OIup_demean_0.5pct
2026-03-19,-338.6734363065609,-1900.389013105336,-1730.8845988496487,rank2_skip_FRneg_OIup_demean_0.5pct
2026-03-20,777.2405029602253,-1123.1485101451108,-953.6440958894233,rank2_skip_FRneg_OIup_demean_0.5pct
2026-03-21,346.2753922222877,-776.8731179228231,-607.3687036671356,rank2_skip_FRneg_OIup_demean_0.5pct
2026-03-22,-876.2010472457803,-1653.0741651686035,-1483.5697509129159,rank2_skip_FRneg_OIup_demean_0.5pct
2026-03-23,993.0817220343879,-659.9924431342156,-490.4880288785281,rank2_skip_FRneg_OIup_demean_0.5pct
2026-03-24,460.52680095339883,-199.46564218081676,-29.961227925129265,rank2_skip_FRneg_OIup_demean_0.5pct
2026-03-25,891.9827581287318,692.517115947915,0.0,rank2_skip_FRneg_OIup_demean_0.5pct
2026-03-26,1167.5317513319833,1860.0488672798983,0.0,rank2_skip_FRneg_OIup_demean_0.5pct
2026-03-27,567.9987802046248,2428.047647484523,0.0,rank2_skip_FRneg_OIup_demean_0.5pct
2026-03-28,709.4752992744994,3137.5229467590225,0.0,rank2_skip_FRneg_OIup_demean_0.5pct
2026-03-29,-825.8394464805468,2311.6835002784755,-825.8394464805469,rank2_skip_FRneg_OIup_demean_0.5pct
2026-03-30,589.5529313385857,2901.2364316170615,-236.286515141961,rank2_skip_FRneg_OIup_demean_0.5pct
2026-03-31,114.21027817067554,3015.446709787737,-122.07623697128565,rank2_skip_FRneg_OIup_demean_0.5pct
2026-04-01,-3791.6259251668243,-776.1792153790875,-3913.70216213811,rank2_skip_FRneg_OIup_demean_0.5pct
