period,variant,mode,positions,active_days,adjusted_positions,adjusted_rank1,adjusted_rank2,total_bps,mean_active_day_bps,win_rate_active_day,maxdd_bps,worst_day_bps,best_day_bps,delta_total_vs_baseline,dd_improvement_vs_baseline
hist_2026,half_no_pullback_idio10_close90,half,284,142,5,4,1,49549.99377574412,348.9436181390431,0.6971830985915493,-6008.99320869903,-3791.6259251668243,3005.811962325711,,
hist_2026,skip_pullback_lt20_idio10,skip,284,142,15,10,5,43928.558052168475,309.35604262090476,0.6830985915492958,-6008.99320869903,-3791.6259251668243,3005.811962325711,,
hist_2026,half_pullback_lt20_idio10,half,284,142,15,10,5,46626.24592525473,328.3538445440474,0.6971830985915493,-6008.99320869903,-3791.6259251668243,3005.811962325711,,
hist_2026,skip_pullback_lt10_idio10,skip,284,142,5,4,1,49776.05375314725,350.5355898108961,0.6971830985915493,-6008.99320869903,-3791.6259251668243,3005.811962325711,,
hist_2026,half_pullback_lt10_idio10,half,284,142,5,4,1,49549.99377574412,348.9436181390431,0.6971830985915493,-6008.99320869903,-3791.6259251668243,3005.811962325711,,
hist_2026,skip_cooldown_7d_loss1000,skip,284,142,3,3,0,47636.30558510829,335.4669407401992,0.6901408450704225,-6008.99320869903,-3791.6259251668243,3005.811962325711,,
hist_2026,half_cooldown_7d_loss1000,half,284,142,3,3,0,48480.11969172464,341.40929360369466,0.6971830985915493,-6008.99320869903,-3791.6259251668243,3005.811962325711,,
hist_2026,skip_cooldown_14d_loss1000,skip,284,142,4,4,0,45977.2286214572,323.783300151107,0.6901408450704225,-6008.99320869903,-3791.6259251668243,3005.811962325711,,
hist_2026,half_cooldown_14d_loss1000,half,284,142,4,4,0,47650.581209899094,335.56747330914857,0.6971830985915493,-6008.99320869903,-3791.6259251668243,3005.811962325711,,
hist_2026,skip_cooldown_30d_loss1000,skip,284,142,10,9,1,41204.29747930415,290.17110900918414,0.676056338028169,-6008.99320869903,-3791.6259251668243,3005.811962325711,,
hist_2026,half_cooldown_30d_loss1000,half,284,142,10,9,1,45264.115638822565,318.7613777381871,0.6901408450704225,-6008.99320869903,-3791.6259251668243,3005.811962325711,,
hist_2026,skip_cooldown_14d_loss2000,skip,284,142,1,1,0,47664.8568346899,335.66800587809786,0.6971830985915493,-6008.99320869903,-3791.6259251668243,3005.811962325711,,
hist_2026,half_cooldown_14d_loss2000,half,284,142,1,1,0,48494.395316515445,341.50982617264395,0.6971830985915493,-6008.99320869903,-3791.6259251668243,3005.811962325711,,
hist_2026,skip_cooldown_30d_loss2000,skip,284,142,4,4,0,44859.042802088705,315.90875212738524,0.6830985915492958,-6008.99320869903,-3791.6259251668243,3005.811962325711,,
hist_2026,half_cooldown_30d_loss2000,half,284,142,4,4,0,47091.48830021485,331.6301992972877,0.6901408450704225,-6008.99320869903,-3791.6259251668243,3005.811962325711,,
hist_2026,skip_cooldown_30d_loss3000,skip,284,142,4,4,0,44859.042802088705,315.90875212738524,0.6830985915492958,-6008.99320869903,-3791.6259251668243,3005.811962325711,,
hist_2026,half_cooldown_30d_loss3000,half,284,142,4,4,0,47091.48830021485,331.6301992972877,0.6901408450704225,-6008.99320869903,-3791.6259251668243,3005.811962325711,,
hist_2026,skip_extreme_idio20_close90_volz3,skip,284,142,0,0,0,49323.93379834099,347.3516464671901,0.6971830985915493,-6008.99320869903,-3791.6259251668243,3005.811962325711,,
hist_2026,half_extreme_idio20_close90_volz3,half,284,142,0,0,0,49323.93379834099,347.3516464671901,0.6971830985915493,-6008.99320869903,-3791.6259251668243,3005.811962325711,,
hist_2026,skip_extreme_idio20_volz3,skip,284,142,8,5,3,46084.45977567493,324.5384491244713,0.6830985915492958,-4983.405845058318,-2126.053318993664,2764.9274550001974,,
hist_2026,half_extreme_idio20_volz3,half,284,142,8,5,3,47704.19678700796,335.9450477958307,0.6901408450704225,-4651.743949659278,-2126.053318993664,2764.9274550001974,,
hist_2026,skip_pump_score_ge3,skip,284,142,5,3,2,46636.675078392036,328.427289284451,0.6971830985915493,-6008.99320869903,-3791.6259251668243,3005.811962325711,,
hist_2026,half_pump_score_ge3,half,284,142,5,3,2,47980.30443836651,337.8894678758205,0.6971830985915493,-6008.99320869903,-3791.6259251668243,3005.811962325711,,
hist_2026,skip_gap5_or_cooldown14_loss2000,skip,284,142,1,1,0,47664.8568346899,335.66800587809786,0.6971830985915493,-6008.99320869903,-3791.6259251668243,3005.811962325711,,
hist_2026,half_gap5_or_cooldown14_loss2000,half,284,142,1,1,0,48494.395316515445,341.50982617264395,0.6971830985915493,-6008.99320869903,-3791.6259251668243,3005.811962325711,,
hist_2026,skip_gap5_idio10_or_cooldown14_loss2000,skip,284,142,1,1,0,47664.8568346899,335.66800587809786,0.6971830985915493,-6008.99320869903,-3791.6259251668243,3005.811962325711,,
hist_2026,half_gap5_idio10_or_cooldown14_loss2000,half,284,142,1,1,0,48494.395316515445,341.50982617264395,0.6971830985915493,-6008.99320869903,-3791.6259251668243,3005.811962325711,,
hist_2026,skip_gap5_and_no_pullback90,skip,284,142,0,0,0,49323.93379834099,347.3516464671901,0.6971830985915493,-6008.99320869903,-3791.6259251668243,3005.811962325711,,
hist_2026,half_gap5_and_no_pullback90,half,284,142,0,0,0,49323.93379834099,347.3516464671901,0.6971830985915493,-6008.99320869903,-3791.6259251668243,3005.811962325711,,
